pid, time, age, native-country, fnlwgt, occupation, education-num, marital-status, capital-gain, education, capital-loss, hours-per-week, workclass, relationship, race, sex, income
15202, 15202, 39,Canada,230329,Sales,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
15203, 15203, 42,United-States,376072,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,30,Private,Husband,White,Male,<=50K
15204, 15204, 32,United-States,430175,Craft-repair,9,Divorced,0,HS-grad,0,50,Private,Other-relative,Black,Female,<=50K
15205, 15205, 44,United-States,240628,Exec-managerial,12,Divorced,2354,Assoc-acdm,0,40,Federal-gov,Not-in-family,White,Female,<=50K
15206, 15206, 50,United-States,158294,Prof-specialty,15,Married-civ-spouse,99999,Prof-school,0,80,Self-emp-inc,Husband,White,Male,>50K
15207, 15207, 55,United-States,28735,Adm-clerical,9,Divorced,0,HS-grad,0,45,Private,Unmarried,Amer-Indian-Eskimo,Female,<=50K
15208, 15208, 37,United-States,167482,Machine-op-inspct,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
15209, 15209, 59,United-States,113203,Adm-clerical,9,Divorced,0,HS-grad,0,40,Private,Not-in-family,White,Female,<=50K
15210, 15210, 56,United-States,103948,Transport-moving,7,Married-civ-spouse,0,11th,0,40,Private,Husband,White,Male,<=50K
15211, 15211, 33,United-States,310525,Craft-repair,8,Never-married,0,12th,0,32,Self-emp-not-inc,Not-in-family,Black,Male,<=50K
15212, 15212, 35,United-States,105138,Tech-support,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
15213, 15213, 44,United-States,153489,Other-service,9,Never-married,0,HS-grad,0,40,Private,Unmarried,White,Male,<=50K
15214, 15214, 57,United-States,254949,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,40,State-gov,Husband,White,Male,>50K
15215, 15215, 31,United-States,118149,Exec-managerial,10,Never-married,0,Some-college,0,40,Private,Not-in-family,Black,Female,<=50K
15216, 15216, 18,United-States,267965,Sales,7,Never-married,0,11th,0,15,Private,Not-in-family,White,Female,<=50K
15217, 15217, 43,United-States,50646,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,70,Private,Husband,White,Male,<=50K
15218, 15218, 33,United-States,147700,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,Other,Male,<=50K
15219, 15219, 18,United-States,446771,Adm-clerical,10,Never-married,0,Some-college,0,25,Private,Own-child,White,Male,<=50K
15220, 15220, 47,United-States,168262,Adm-clerical,13,Never-married,0,Bachelors,0,40,Private,Own-child,White,Male,<=50K
15221, 15221, 53,United-States,117058,Other-service,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
15222, 15222, 59,United-States,140957,Exec-managerial,11,Never-married,0,Assoc-voc,0,35,Self-emp-not-inc,Not-in-family,White,Male,>50K
15223, 15223, 49,United-States,268234,Exec-managerial,6,Married-civ-spouse,0,10th,0,40,Private,Husband,White,Male,<=50K
15224, 15224, 26,United-States,485117,Craft-repair,12,Never-married,0,Assoc-acdm,0,40,Private,Not-in-family,White,Male,<=50K
15225, 15225, 25,England,31350,Handlers-cleaners,9,Never-married,0,HS-grad,0,60,Private,Not-in-family,White,Male,<=50K
15226, 15226, 36,United-States,210830,Prof-specialty,14,Never-married,0,Masters,0,30,State-gov,Own-child,White,Female,<=50K
15227, 15227, 29,United-States,196420,Exec-managerial,9,Never-married,0,HS-grad,0,45,Private,Not-in-family,White,Female,<=50K
15228, 15228, 52,United-States,172165,Other-service,6,Divorced,0,10th,0,25,Private,Other-relative,White,Female,<=50K
15229, 15229, 50,United-States,186565,Sales,13,Married-civ-spouse,0,Bachelors,0,50,Self-emp-not-inc,Husband,White,Male,<=50K
15230, 15230, 22,United-States,119359,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Own-child,Asian-Pac-Islander,Female,<=50K
15231, 15231, 44,United-States,109684,Exec-managerial,14,Divorced,0,Masters,0,40,Self-emp-not-inc,Unmarried,White,Female,<=50K
15232, 15232, 32,United-States,169589,Handlers-cleaners,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,White,Male,>50K
15233, 15233, 49,United-States,125421,Adm-clerical,9,Divorced,0,HS-grad,0,38,Private,Unmarried,White,Female,<=50K
15234, 15234, 31,Mexico,500002,Farming-fishing,2,Married-civ-spouse,0,1st-4th,0,45,Private,Husband,White,Male,<=50K
15235, 15235, 33,United-States,224141,Other-service,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
15236, 15236, 50,United-States,113290,Sales,9,Married-civ-spouse,0,HS-grad,0,15,Private,Wife,White,Female,<=50K
15237, 15237, 26,United-States,58098,Adm-clerical,10,Never-married,0,Some-college,1974,40,Private,Not-in-family,White,Female,<=50K
15238, 15238, 55,United-States,198145,Prof-specialty,13,Married-civ-spouse,7298,Bachelors,0,40,Private,Husband,White,Male,>50K
15239, 15239, 49,United-States,35406,Exec-managerial,9,Widowed,0,HS-grad,0,20,Federal-gov,Not-in-family,White,Female,<=50K
15240, 15240, 22,United-States,199419,Sales,9,Married-civ-spouse,0,HS-grad,0,40,Private,Wife,White,Female,<=50K
15241, 15241, 43,United-States,145441,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,38,Private,Husband,White,Male,>50K
15242, 15242, 58,United-States,238438,Prof-specialty,10,Married-civ-spouse,0,Some-college,0,42,Private,Husband,White,Male,<=50K
15243, 15243, 48,United-States,212954,Prof-specialty,14,Married-civ-spouse,15024,Masters,0,40,State-gov,Husband,White,Male,>50K
15244, 15244, 21,United-States,56582,Other-service,7,Never-married,0,11th,0,50,Private,Own-child,White,Male,<=50K
15245, 15245, 67,United-States,176931,Other-service,4,Widowed,0,7th-8th,0,20,Local-gov,Not-in-family,White,Female,<=50K
15246, 15246, 39,United-States,188571,Transport-moving,7,Married-civ-spouse,0,11th,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
15247, 15247, 52,United-States,312500,Farming-fishing,11,Divorced,0,Assoc-voc,0,40,Federal-gov,Not-in-family,White,Female,<=50K
15248, 15248, 25,United-States,278404,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Male,<=50K
15249, 15249, 27,United-States,114225,Exec-managerial,10,Never-married,0,Some-college,0,60,Self-emp-not-inc,Not-in-family,White,Male,>50K
15250, 15250, 18,United-States,184016,Sales,7,Never-married,0,11th,0,20,Private,Own-child,White,Female,<=50K
15251, 15251, 41,United-States,183009,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,40,Local-gov,Husband,Black,Male,>50K
15252, 15252, 59,United-States,205759,Prof-specialty,16,Never-married,0,Doctorate,0,50,Private,Not-in-family,White,Male,<=50K
15253, 15253, 23,United-States,462294,Other-service,12,Never-married,0,Assoc-acdm,0,44,Private,Own-child,Black,Male,<=50K
15254, 15254, 42,United-States,102085,Other-service,9,Divorced,0,HS-grad,0,15,Private,Own-child,White,Female,<=50K
15255, 15255, 54,United-States,83311,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,30,Self-emp-not-inc,Husband,White,Male,>50K
15256, 15256, 39,United-States,248694,Craft-repair,9,Never-married,0,HS-grad,0,60,Private,Not-in-family,White,Male,<=50K
15257, 15257, 57,United-States,190747,Other-service,5,Married-civ-spouse,0,9th,0,40,Local-gov,Husband,White,Male,<=50K
15258, 15258, 51,United-States,162988,Other-service,6,Divorced,0,10th,0,25,Private,Unmarried,White,Female,<=50K
15259, 15259, 31,United-States,156890,Craft-repair,4,Married-civ-spouse,0,7th-8th,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
15260, 15260, 24,United-States,310380,Adm-clerical,10,Married-spouse-absent,0,Some-college,0,45,Private,Own-child,Black,Female,<=50K
15261, 15261, 35,United-States,172186,Craft-repair,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Male,<=50K
15262, 15262, 26,United-States,311497,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
15263, 15263, 42,United-States,443508,Prof-specialty,16,Married-civ-spouse,0,Doctorate,0,45,Self-emp-inc,Husband,White,Male,>50K
15264, 15264, 31,United-States,152156,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,45,Private,Husband,White,Male,<=50K
15265, 15265, 46,United-States,155890,Transport-moving,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
15266, 15266, 38,United-States,312528,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,37,State-gov,Husband,White,Male,<=50K
15267, 15267, 51,Canada,282744,Farming-fishing,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,<=50K
15268, 15268, 27,United-States,205145,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
15269, 15269, 22,United-States,401451,Transport-moving,10,Married-civ-spouse,0,Some-college,0,48,Private,Husband,White,Male,>50K
15270, 15270, 25,United-States,189027,Handlers-cleaners,13,Never-married,0,Bachelors,0,40,Private,Own-child,White,Male,<=50K
15271, 15271, 58,United-States,35551,Exec-managerial,13,Married-civ-spouse,0,Bachelors,0,70,Self-emp-not-inc,Husband,White,Male,>50K
15272, 15272, 23,United-States,42706,Prof-specialty,10,Never-married,0,Some-college,0,45,Private,Not-in-family,White,Male,<=50K
15273, 15273, 63,Philippines,106910,Other-service,3,Widowed,0,5th-6th,0,19,Private,Other-relative,Asian-Pac-Islander,Female,<=50K
15274, 15274, 23,United-States,53245,Other-service,5,Separated,0,9th,0,40,Private,Not-in-family,White,Male,<=50K
15275, 15275, 51,United-States,221672,Sales,14,Married-civ-spouse,15024,Masters,0,50,Private,Husband,White,Male,>50K
15276, 15276, 75,Philippines,71898,Priv-house-serv,1,Never-married,0,Preschool,0,48,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
15277, 15277, 52,United-States,222107,Sales,10,Divorced,0,Some-college,0,50,Private,Unmarried,White,Female,<=50K
15278, 15278, 69,United-States,277588,Sales,9,Married-civ-spouse,0,HS-grad,0,10,Private,Husband,White,Male,<=50K
15279, 15279, 40,United-States,391744,Adm-clerical,9,Never-married,0,HS-grad,0,40,Federal-gov,Unmarried,Black,Female,<=50K
15280, 15280, 34,United-States,418020,Prof-specialty,16,Married-civ-spouse,0,Doctorate,0,50,Private,Husband,White,Male,>50K
15281, 15281, 21,United-States,39236,Prof-specialty,10,Never-married,0,Some-college,0,8,State-gov,Not-in-family,White,Female,<=50K
15282, 15282, 30,United-States,86808,Prof-specialty,13,Never-married,0,Bachelors,0,40,Private,Other-relative,White,Female,<=50K
15283, 15283, 46,United-States,147640,Transport-moving,3,Married-civ-spouse,0,5th-6th,1902,40,Private,Husband,Amer-Indian-Eskimo,Male,<=50K
15284, 15284, 21,United-States,184756,Adm-clerical,10,Never-married,0,Some-college,0,16,Private,Own-child,White,Female,<=50K
15285, 15285, 44,United-States,191256,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
15286, 15286, 51,United-States,105943,Adm-clerical,9,Married-civ-spouse,3908,HS-grad,0,40,State-gov,Wife,White,Female,<=50K
15287, 15287, 40,United-States,101272,Adm-clerical,9,Divorced,0,HS-grad,0,32,Private,Not-in-family,White,Female,<=50K
15288, 15288, 33,United-States,175023,Protective-serv,9,Married-civ-spouse,0,HS-grad,0,37,State-gov,Husband,White,Male,<=50K
15289, 15289, 22,United-States,357612,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,60,Self-emp-not-inc,Husband,White,Male,<=50K
15290, 15290, 23,United-States,82777,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,30,Private,Husband,White,Male,<=50K
15291, 15291, 75,United-States,218521,Craft-repair,10,Married-spouse-absent,0,Some-college,0,30,Self-emp-not-inc,Not-in-family,White,Male,<=50K
15292, 15292, 55,United-States,179534,Handlers-cleaners,7,Widowed,0,11th,0,40,Private,Unmarried,White,Female,<=50K
15293, 15293, 45,United-States,148549,Craft-repair,10,Divorced,27828,Some-college,0,56,Private,Not-in-family,White,Male,>50K
15294, 15294, 31,United-States,198069,Other-service,9,Never-married,0,HS-grad,0,24,Private,Own-child,White,Male,<=50K
15295, 15295, 49,United-States,236586,Adm-clerical,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
15296, 15296, 26,United-States,167261,Prof-specialty,13,Never-married,0,Bachelors,0,40,Local-gov,Not-in-family,White,Female,<=50K
15297, 15297, 61,United-States,160942,Sales,14,Married-civ-spouse,3103,Masters,0,50,Private,Husband,White,Male,<=50K
15298, 15298, 44,United-States,107584,Adm-clerical,14,Married-civ-spouse,3908,Masters,0,50,Private,Husband,White,Male,<=50K
15299, 15299, 28,United-States,251854,Adm-clerical,10,Never-married,0,Some-college,0,40,Local-gov,Unmarried,Black,Female,<=50K
15300, 15300, 51,United-States,302579,Other-service,9,Divorced,0,HS-grad,0,30,Private,Other-relative,Black,Female,<=50K
15301, 15301, 44,United-States,64632,Prof-specialty,16,Married-civ-spouse,0,Doctorate,0,60,Self-emp-inc,Husband,White,Male,<=50K
15302, 15302, 24,United-States,83141,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Male,<=50K
15303, 15303, 46,United-States,326048,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,40,Self-emp-inc,Husband,White,Male,>50K
15304, 15304, 36,United-States,83471,Other-service,9,Widowed,0,HS-grad,0,20,Private,Unmarried,Asian-Pac-Islander,Female,<=50K
15305, 15305, 23,United-States,170070,Other-service,8,Never-married,0,12th,0,38,Private,Not-in-family,White,Female,<=50K
15306, 15306, 25,Mexico,207875,Handlers-cleaners,4,Married-civ-spouse,0,7th-8th,0,40,Private,Husband,White,Male,<=50K
15307, 15307, 48,United-States,119722,Sales,10,Married-civ-spouse,0,Some-college,0,8,Private,Husband,Black,Male,<=50K
15308, 15308, 18,United-States,335665,Other-service,7,Never-married,0,11th,0,24,Private,Other-relative,Black,Female,<=50K
15309, 15309, 25,United-States,212522,Craft-repair,9,Never-married,0,HS-grad,0,40,Private,Other-relative,White,Male,<=50K
15310, 15310, 19,United-States,42069,Transport-moving,9,Never-married,2176,HS-grad,0,45,Private,Own-child,White,Male,<=50K
15311, 15311, 33,United-States,236396,Adm-clerical,9,Never-married,0,HS-grad,0,35,Private,Own-child,White,Male,<=50K
15312, 15312, 42,United-States,159911,Other-service,9,Divorced,0,HS-grad,0,40,Private,Unmarried,White,Female,<=50K
15313, 15313, 22,United-States,133833,Adm-clerical,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Female,<=50K
15314, 15314, 36,United-States,226947,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,>50K
15315, 15315, 33,United-States,174201,Handlers-cleaners,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
15316, 15316, 34,United-States,49707,Exec-managerial,9,Married-civ-spouse,0,HS-grad,0,70,Self-emp-not-inc,Husband,White,Male,<=50K
15317, 15317, 33,United-States,201988,Prof-specialty,14,Married-civ-spouse,0,Masters,0,45,Private,Husband,White,Male,<=50K
15318, 15318, 62,United-States,162347,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,15,Self-emp-not-inc,Husband,White,Male,>50K
15319, 15319, 30,United-States,182833,Exec-managerial,10,Never-married,0,Some-college,0,40,Private,Own-child,Black,Female,<=50K
15320, 15320, 22,United-States,383603,Adm-clerical,10,Never-married,0,Some-college,0,40,Private,Own-child,White,Female,<=50K
15321, 15321, 34,United-States,70466,Craft-repair,11,Divorced,0,Assoc-voc,0,40,Private,Not-in-family,White,Male,<=50K
15322, 15322, 43,United-States,184846,Machine-op-inspct,9,Widowed,0,HS-grad,0,60,Private,Unmarried,White,Female,<=50K
15323, 15323, 25,United-States,176756,Craft-repair,13,Never-married,0,Bachelors,0,40,Private,Own-child,White,Male,<=50K
15324, 15324, 35,United-States,112512,Other-service,9,Widowed,0,HS-grad,0,40,Private,Own-child,White,Female,<=50K
15325, 15325, 28,United-States,137296,Other-service,12,Never-married,0,Assoc-acdm,0,40,Private,Not-in-family,Black,Female,<=50K
15326, 15326, 28,United-States,37821,Sales,10,Divorced,0,Some-college,0,45,Private,Unmarried,White,Female,<=50K
15327, 15327, 25,United-States,295108,Handlers-cleaners,9,Never-married,0,HS-grad,0,25,Private,Unmarried,Black,Female,<=50K
15328, 15328, 40,United-States,408717,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
15329, 15329, 35,Mexico,255635,Craft-repair,5,Married-civ-spouse,0,9th,0,40,Private,Husband,Other,Male,<=50K
15330, 15330, 48,United-States,177783,Farming-fishing,4,Never-married,0,7th-8th,0,50,Self-emp-not-inc,Not-in-family,White,Male,<=50K
15331, 15331, 63,United-States,179400,Craft-repair,9,Married-civ-spouse,2290,HS-grad,0,20,Self-emp-not-inc,Husband,White,Male,<=50K
15332, 15332, 31,United-States,240283,Adm-clerical,13,Married-civ-spouse,0,Bachelors,0,40,Private,Wife,White,Female,>50K
15333, 15333, 36,United-States,410034,Craft-repair,12,Married-civ-spouse,0,Assoc-acdm,0,45,Private,Husband,White,Male,<=50K
15334, 15334, 39,United-States,180667,Machine-op-inspct,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
15335, 15335, 24,United-States,196332,Other-service,9,Never-married,0,HS-grad,0,40,Private,Own-child,Black,Female,<=50K
15336, 15336, 32,United-States,159187,Prof-specialty,13,Never-married,0,Bachelors,0,35,Local-gov,Not-in-family,White,Male,<=50K
15337, 15337, 46,Mexico,225065,Machine-op-inspct,1,Married-civ-spouse,0,Preschool,0,40,Private,Wife,White,Female,<=50K
15338, 15338, 19,United-States,178147,Sales,9,Never-married,0,HS-grad,0,35,Private,Own-child,White,Male,<=50K
15339, 15339, 30,United-States,272669,Tech-support,10,Never-married,0,Some-college,0,40,Private,Not-in-family,Asian-Pac-Islander,Male,<=50K
15340, 15340, 35,United-States,347491,Craft-repair,11,Never-married,0,Assoc-voc,0,40,Private,Not-in-family,White,Male,<=50K
15341, 15341, 33,United-States,75167,Transport-moving,9,Married-civ-spouse,0,HS-grad,0,55,Private,Husband,White,Male,<=50K
15342, 15342, 25,United-States,133373,Craft-repair,9,Separated,0,HS-grad,0,40,Private,Not-in-family,White,Male,<=50K
15343, 15343, 64,United-States,84737,Other-service,9,Married-civ-spouse,0,HS-grad,0,35,Local-gov,Husband,Asian-Pac-Islander,Male,>50K
15344, 15344, 18,United-States,96483,Other-service,9,Never-married,0,HS-grad,0,20,Private,Own-child,Asian-Pac-Islander,Female,<=50K
15345, 15345, 59,United-States,368005,Craft-repair,7,Married-civ-spouse,0,11th,0,40,Private,Husband,White,Male,<=50K
15346, 15346, 45,United-States,36032,Protective-serv,9,Divorced,0,HS-grad,0,40,State-gov,Unmarried,Black,Female,<=50K
15347, 15347, 30,United-States,174215,Prof-specialty,16,Never-married,0,Doctorate,0,15,Private,Not-in-family,White,Female,<=50K
15348, 15348, 24,Mexico,228772,Machine-op-inspct,3,Never-married,0,5th-6th,0,40,Private,Other-relative,White,Female,<=50K
15349, 15349, 22,United-States,242912,Other-service,9,Never-married,0,HS-grad,0,35,Private,Unmarried,White,Female,<=50K
15350, 15350, 49,United-States,86701,Craft-repair,10,Married-civ-spouse,0,Some-college,0,56,Self-emp-inc,Husband,Asian-Pac-Islander,Male,>50K
15351, 15351, 35,United-States,166549,Machine-op-inspct,8,Married-civ-spouse,0,12th,0,40,Private,Husband,White,Male,<=50K
15352, 15352, 48,United-States,121622,Prof-specialty,14,Never-married,0,Masters,1380,40,Local-gov,Unmarried,White,Female,<=50K
15353, 15353, 18,United-States,201613,Sales,8,Never-married,0,12th,0,20,Private,Own-child,White,Female,<=50K
15354, 15354, 35,United-States,29874,Handlers-cleaners,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
15355, 15355, 27,United-States,168138,Exec-managerial,9,Never-married,0,HS-grad,0,40,Private,Own-child,White,Male,<=50K
15356, 15356, 28,United-States,162404,Craft-repair,13,Never-married,0,Bachelors,0,60,Private,Not-in-family,Black,Male,<=50K
15357, 15357, 26,United-States,139116,Other-service,10,Never-married,0,Some-college,0,50,Private,Own-child,Black,Female,<=50K
15358, 15358, 44,United-States,192381,Prof-specialty,13,Married-civ-spouse,0,Bachelors,1848,40,Private,Husband,White,Male,>50K
15359, 15359, 39,United-States,370585,Machine-op-inspct,9,Separated,0,HS-grad,0,40,Private,Not-in-family,Black,Male,<=50K
15360, 15360, 40,United-States,151038,Craft-repair,13,Divorced,0,Bachelors,0,40,State-gov,Not-in-family,White,Male,<=50K
15361, 15361, 70,United-States,36311,Prof-specialty,13,Married-civ-spouse,20051,Bachelors,0,35,Self-emp-not-inc,Husband,White,Male,>50K
15362, 15362, 34,United-States,271933,Exec-managerial,14,Never-married,0,Masters,0,50,Private,Unmarried,White,Female,<=50K
15363, 15363, 34,United-States,182401,Adm-clerical,12,Divorced,0,Assoc-acdm,0,40,Private,Not-in-family,Black,Male,<=50K
15364, 15364, 66,United-States,234743,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,50,Private,Husband,White,Male,<=50K
15365, 15365, 40,United-States,182140,Transport-moving,9,Separated,0,HS-grad,0,40,Private,Unmarried,Black,Male,<=50K
15366, 15366, 61,United-States,215591,Exec-managerial,9,Married-civ-spouse,0,HS-grad,1887,40,Self-emp-not-inc,Husband,White,Male,>50K
15367, 15367, 59,United-States,96459,Craft-repair,4,Married-civ-spouse,0,7th-8th,0,40,Self-emp-not-inc,Husband,White,Male,<=50K
15368, 15368, 47,United-States,188081,Machine-op-inspct,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,>50K
15369, 15369, 33,United-States,121245,Prof-specialty,13,Married-civ-spouse,0,Bachelors,0,60,State-gov,Husband,White,Male,>50K
15370, 15370, 18,United-States,127273,Other-service,7,Never-married,0,11th,0,20,Private,Other-relative,White,Male,<=50K
15371, 15371, 25,United-States,114345,Craft-repair,5,Never-married,914,9th,0,40,Private,Unmarried,White,Male,<=50K
15372, 15372, 22,United-States,341227,Adm-clerical,10,Never-married,0,Some-college,0,20,Private,Not-in-family,White,Male,<=50K
15373, 15373, 40,United-States,166893,Protective-serv,13,Married-civ-spouse,0,Bachelors,0,40,Local-gov,Husband,Black,Male,>50K
15374, 15374, 30,United-States,145231,Adm-clerical,12,Divorced,0,Assoc-acdm,1762,40,Private,Own-child,White,Female,<=50K
15375, 15375, 73,United-States,102510,Farming-fishing,4,Married-civ-spouse,6418,7th-8th,0,99,Self-emp-not-inc,Husband,White,Male,>50K
15376, 15376, 45,United-States,285335,Craft-repair,4,Married-civ-spouse,0,7th-8th,0,10,Self-emp-not-inc,Husband,White,Male,<=50K
15377, 15377, 23,United-States,177087,Adm-clerical,7,Never-married,0,11th,0,35,Private,Unmarried,Black,Male,<=50K
15378, 15378, 40,United-States,240504,Sales,13,Married-civ-spouse,0,Bachelors,0,45,Private,Husband,White,Male,>50K
15379, 15379, 39,United-States,218490,Exec-managerial,13,Married-civ-spouse,0,Bachelors,1977,40,Private,Husband,White,Male,>50K
15380, 15380, 23,United-States,384651,Handlers-cleaners,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
15381, 15381, 51,United-States,189551,Craft-repair,9,Divorced,0,HS-grad,0,40,Private,Own-child,Black,Male,<=50K
15382, 15382, 53,United-States,194791,Farming-fishing,9,Married-civ-spouse,0,HS-grad,0,45,Private,Husband,White,Male,<=50K
15383, 15383, 24,United-States,194630,Tech-support,13,Never-married,0,Bachelors,0,35,Private,Not-in-family,White,Male,<=50K
15384, 15384, 53,United-States,177647,Exec-managerial,13,Divorced,0,Bachelors,0,40,Private,Unmarried,White,Male,<=50K
15385, 15385, 49,United-States,51620,Prof-specialty,16,Married-civ-spouse,0,Doctorate,0,60,Self-emp-not-inc,Husband,White,Male,<=50K
15386, 15386, 34,United-States,251421,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,40,Private,Husband,White,Male,<=50K
15387, 15387, 37,United-States,180477,Craft-repair,9,Married-civ-spouse,0,HS-grad,0,47,Self-emp-not-inc,Husband,White,Male,<=50K
15388, 15388, 40,United-States,391736,Craft-repair,11,Married-civ-spouse,0,Assoc-voc,0,40,State-gov,Husband,White,Male,<=50K
15389, 15389, 23,United-States,170091,Prof-specialty,10,Never-married,0,Some-college,0,6,State-gov,Own-child,White,Female,<=50K
15390, 15390, 36,United-States,175360,Adm-clerical,14,Never-married,13550,Masters,0,50,Private,Not-in-family,White,Male,>50K
15391, 15391, 35,United-States,276153,Tech-support,13,Never-married,4650,Bachelors,0,40,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
15392, 15392, 53,United-States,105788,Exec-managerial,13,Divorced,0,Bachelors,0,50,Federal-gov,Unmarried,Black,Female,>50K
15393, 15393, 42,United-States,248476,Transport-moving,10,Divorced,0,Some-college,0,65,Local-gov,Not-in-family,White,Male,>50K
15394, 15394, 32,United-States,168443,Exec-managerial,14,Married-civ-spouse,0,Masters,0,40,Private,Wife,White,Female,<=50K
15395, 15395, 33,United-States,120201,Adm-clerical,9,Divorced,0,HS-grad,0,65,Private,Own-child,Other,Female,<=50K
15396, 15396, 59,United-States,114678,Craft-repair,9,Never-married,0,HS-grad,0,60,Private,Not-in-family,Black,Male,<=50K
15397, 15397, 36,United-States,167440,Machine-op-inspct,10,Married-civ-spouse,0,Some-college,0,44,Private,Husband,White,Male,<=50K
15398, 15398, 37,Cuba,265266,Prof-specialty,15,Married-civ-spouse,0,Prof-school,0,40,Self-emp-not-inc,Husband,White,Male,>50K
15399, 15399, 31,United-States,212235,Sales,10,Never-married,0,Some-college,0,45,Private,Not-in-family,White,Male,<=50K
15400, 15400, 46,United-States,44671,Protective-serv,13,Married-civ-spouse,0,Bachelors,0,40,Private,Husband,White,Male,<=50K
15401, 15401, 44,United-States,87282,Prof-specialty,13,Never-married,0,Bachelors,0,38,State-gov,Not-in-family,Asian-Pac-Islander,Female,<=50K
15402, 15402, 27,United-States,112754,Exec-managerial,13,Married-civ-spouse,0,Bachelors,1485,60,Private,Husband,White,Male,>50K
15403, 15403, 29,United-States,322238,Farming-fishing,9,Never-married,0,HS-grad,0,40,Self-emp-not-inc,Not-in-family,White,Male,<=50K
15404, 15404, 39,United-States,65382,Exec-managerial,10,Married-civ-spouse,0,Some-college,0,40,Private,Husband,White,Male,<=50K
15405, 15405, 62,United-States,115176,Farming-fishing,9,Married-civ-spouse,0,HS-grad,0,65,Self-emp-not-inc,Husband,White,Male,<=50K
15406, 15406, 42,United-States,409902,Exec-managerial,9,Never-married,0,HS-grad,0,25,Private,Unmarried,Black,Female,<=50K
15407, 15407, 60,United-States,204062,Prof-specialty,14,Married-civ-spouse,0,Masters,0,48,Local-gov,Husband,White,Male,>50K
15408, 15408, 35,United-States,283305,Exec-managerial,13,Never-married,0,Bachelors,0,40,Private,Not-in-family,White,Female,<=50K
15409, 15409, 39,United-States,435638,Machine-op-inspct,10,Never-married,0,Some-college,0,40,Private,Not-in-family,White,Male,<=50K
15410, 15410, 34,United-States,114733,Adm-clerical,12,Married-civ-spouse,0,Assoc-acdm,0,36,Self-emp-inc,Wife,White,Female,<=50K
15411, 15411, 22,United-States,162343,Adm-clerical,10,Never-married,0,Some-college,0,22,Private,Other-relative,Black,Male,<=50K
15412, 15412, 44,United-States,79531,Craft-repair,11,Married-civ-spouse,0,Assoc-voc,0,40,Private,Husband,White,Male,>50K
15413, 15413, 44,United-States,395078,Adm-clerical,9,Divorced,0,HS-grad,0,40,State-gov,Not-in-family,White,Female,<=50K
