pid, time, education-num, age, hours-per-week, capital-loss, capital-gain, fnlwgt, sex, race, relationship, marital-status, workclass, occupation, education, native-country, income
17648, 17648,9, 52,8,0,0,76860,Male,Asian-Pac-Islander,Husband,Married-civ-spouse,Private,Handlers-cleaners,HS-grad,Philippines,<=50K
17649, 17649,13, 44,40,0,0,167280,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Sales,Bachelors,United-States,<=50K
17650, 17650,9, 42,40,0,0,334783,Female,White,Wife,Married-civ-spouse,Private,Prof-specialty,HS-grad,United-States,<=50K
17651, 17651,13, 31,40,0,0,226443,Male,White,Not-in-family,Never-married,Private,Prof-specialty,Bachelors,United-States,<=50K
17652, 17652,10, 30,40,0,0,366065,Male,Black,Unmarried,Never-married,Private,Craft-repair,Some-college,United-States,<=50K
17653, 17653,10, 23,25,0,0,225724,Female,White,Own-child,Never-married,Private,Prof-specialty,Some-college,United-States,<=50K
17654, 17654,2, 81,20,0,0,132204,Female,White,Not-in-family,Widowed,State-gov,Other-service,1st-4th,United-States,<=50K
17655, 17655,6, 38,40,0,0,197711,Female,Asian-Pac-Islander,Not-in-family,Divorced,Private,Machine-op-inspct,10th,Portugal,<=50K
17656, 17656,10, 21,38,0,0,30619,Female,White,Not-in-family,Never-married,Private,Exec-managerial,Some-college,United-States,<=50K
17657, 17657,9, 28,40,0,0,335015,Male,White,Husband,Married-civ-spouse,Local-gov,Craft-repair,HS-grad,United-States,<=50K
17658, 17658,13, 34,40,0,0,61272,Female,White,Not-in-family,Never-married,Private,Exec-managerial,Bachelors,United-States,<=50K
17659, 17659,9, 47,40,0,0,106544,Female,White,Not-in-family,Never-married,Private,Other-service,HS-grad,United-States,<=50K
17660, 17660,9, 36,50,0,0,144169,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
17661, 17661,9, 27,99,0,0,40295,Male,White,Not-in-family,Never-married,Private,Transport-moving,HS-grad,United-States,<=50K
17662, 17662,13, 56,52,0,2907,266091,Female,White,Not-in-family,Never-married,Private,Prof-specialty,Bachelors,Cuba,<=50K
17663, 17663,10, 42,38,0,0,192397,Female,White,Own-child,Divorced,State-gov,Adm-clerical,Some-college,United-States,<=50K
17664, 17664,9, 43,35,0,0,114351,Male,White,Not-in-family,Divorced,Private,Craft-repair,HS-grad,United-States,<=50K
17665, 17665,9, 53,40,0,0,132304,Female,White,Not-in-family,Divorced,Private,Machine-op-inspct,HS-grad,Scotland,<=50K
17666, 17666,9, 58,24,0,0,128162,Female,White,Not-in-family,Divorced,Private,Sales,HS-grad,United-States,<=50K
17667, 17667,8, 19,40,0,0,125938,Male,White,Own-child,Never-married,Private,Other-service,12th,El-Salvador,<=50K
17668, 17668,9, 37,46,0,0,170174,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,HS-grad,United-States,>50K
17669, 17669,10, 41,15,0,0,203451,Female,White,Not-in-family,Divorced,Self-emp-not-inc,Prof-specialty,Some-college,United-States,<=50K
17670, 17670,4, 31,40,0,0,109917,Female,White,Not-in-family,Separated,Private,Craft-repair,7th-8th,United-States,<=50K
17671, 17671,13, 31,35,0,0,114937,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,<=50K
17672, 17672,9, 53,40,0,0,231196,Male,White,Husband,Married-civ-spouse,Local-gov,Adm-clerical,HS-grad,United-States,<=50K
17673, 17673,10, 19,25,0,0,238474,Male,White,Own-child,Never-married,Private,Sales,Some-college,United-States,<=50K
17674, 17674,16, 56,50,0,0,314149,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Doctorate,United-States,>50K
17675, 17675,10, 55,40,0,0,31728,Female,White,Wife,Married-civ-spouse,Federal-gov,Adm-clerical,Some-college,United-States,>50K
17676, 17676,3, 51,40,0,0,360131,Female,White,Other-relative,Married-civ-spouse,Private,Craft-repair,5th-6th,United-States,<=50K
17677, 17677,10, 62,40,0,0,141308,Female,White,Not-in-family,Never-married,Private,Adm-clerical,Some-college,United-States,<=50K
17678, 17678,10, 43,50,0,0,83411,Male,White,Husband,Married-civ-spouse,Private,Sales,Some-college,United-States,>50K
17679, 17679,9, 28,45,0,0,296537,Male,White,Husband,Married-civ-spouse,Local-gov,Craft-repair,HS-grad,United-States,<=50K
17680, 17680,9, 46,40,0,0,193047,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,HS-grad,United-States,>50K
17681, 17681,13, 62,40,0,0,39630,Male,White,Husband,Married-civ-spouse,State-gov,Prof-specialty,Bachelors,United-States,<=50K
17682, 17682,9, 57,30,0,0,213975,Female,White,Unmarried,Widowed,Local-gov,Other-service,HS-grad,United-States,<=50K
17683, 17683,13, 60,45,0,0,259803,Female,White,Wife,Married-civ-spouse,Local-gov,Prof-specialty,Bachelors,United-States,>50K
17684, 17684,10, 23,40,0,0,55465,Male,White,Not-in-family,Never-married,Federal-gov,Handlers-cleaners,Some-college,United-States,<=50K
17685, 17685,10, 47,60,0,99999,181307,Male,White,Husband,Married-civ-spouse,Private,Sales,Some-college,United-States,>50K
17686, 17686,10, 21,8,0,0,211301,Female,White,Own-child,Never-married,Private,Adm-clerical,Some-college,United-States,<=50K
17687, 17687,9, 51,48,0,0,200450,Male,White,Husband,Married-civ-spouse,Private,Handlers-cleaners,HS-grad,United-States,<=50K
17688, 17688,9, 61,40,0,0,176731,Male,White,Husband,Married-civ-spouse,Local-gov,Handlers-cleaners,HS-grad,United-States,<=50K
17689, 17689,13, 52,30,0,99999,140985,Female,White,Wife,Married-civ-spouse,Self-emp-not-inc,Adm-clerical,Bachelors,United-States,>50K
17690, 17690,13, 76,40,0,0,125784,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Bachelors,United-States,<=50K
17691, 17691,10, 24,39,0,0,152176,Male,White,Not-in-family,Never-married,Private,Handlers-cleaners,Some-college,United-States,<=50K
17692, 17692,13, 31,55,0,0,111423,Male,White,Not-in-family,Never-married,Self-emp-not-inc,Craft-repair,Bachelors,United-States,<=50K
17693, 17693,13, 43,50,0,15024,130126,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Bachelors,United-States,>50K
17694, 17694,10, 58,40,0,0,30111,Female,Amer-Indian-Eskimo,Unmarried,Widowed,Federal-gov,Prof-specialty,Some-college,United-States,<=50K
17695, 17695,8, 19,25,0,0,272800,Female,White,Own-child,Never-married,Private,Adm-clerical,12th,United-States,<=50K
17696, 17696,10, 44,45,0,0,195881,Female,White,Other-relative,Divorced,Private,Exec-managerial,Some-college,United-States,<=50K
17697, 17697,10, 41,7,0,0,170924,Male,White,Other-relative,Never-married,Local-gov,Prof-specialty,Some-college,United-States,<=50K
17698, 17698,10, 21,20,0,0,131473,Male,Asian-Pac-Islander,Own-child,Never-married,Private,Sales,Some-college,Vietnam,<=50K
17699, 17699,9, 40,35,0,0,149466,Male,Black,Not-in-family,Divorced,Private,Handlers-cleaners,HS-grad,United-States,<=50K
17700, 17700,10, 25,30,0,0,190418,Male,White,Own-child,Never-married,Private,Other-service,Some-college,Canada,<=50K
17701, 17701,16, 62,40,0,0,167889,Female,White,Unmarried,Widowed,Local-gov,Prof-specialty,Doctorate,Iran,<=50K
17702, 17702,9, 42,40,0,0,177989,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
17703, 17703,11, 35,40,0,0,186035,Male,White,Not-in-family,Never-married,Private,Tech-support,Assoc-voc,United-States,<=50K
17704, 17704,9, 19,12,0,0,195805,Female,White,Own-child,Never-married,Private,Sales,HS-grad,United-States,<=50K
17705, 17705,9, 60,40,0,0,54800,Female,White,Wife,Married-civ-spouse,Private,Other-service,HS-grad,United-States,<=50K
17706, 17706,9, 20,40,0,0,100605,Male,Other,Own-child,Never-married,Private,Sales,HS-grad,Puerto-Rico,<=50K
17707, 17707,12, 23,25,0,0,253190,Male,White,Husband,Married-civ-spouse,Private,Handlers-cleaners,Assoc-acdm,United-States,<=50K
17708, 17708,9, 18,40,0,0,203301,Female,White,Own-child,Never-married,Private,Adm-clerical,HS-grad,United-States,<=50K
17709, 17709,10, 40,45,0,0,175696,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Some-college,United-States,>50K
17710, 17710,10, 19,15,0,0,278304,Female,White,Own-child,Never-married,Private,Other-service,Some-college,United-States,<=50K
17711, 17711,9, 51,40,0,0,93193,Female,White,Not-in-family,Divorced,Private,Prof-specialty,HS-grad,United-States,<=50K
17712, 17712,13, 41,50,0,0,158688,Male,White,Husband,Married-civ-spouse,Local-gov,Protective-serv,Bachelors,United-States,<=50K
17713, 17713,6, 18,20,0,0,327612,Female,White,Own-child,Never-married,Private,Other-service,10th,United-States,<=50K
17714, 17714,10, 41,40,0,0,210844,Female,Black,Unmarried,Married-spouse-absent,Private,Sales,Some-college,United-States,<=50K
17715, 17715,10, 27,40,0,0,147340,Female,White,Own-child,Never-married,Private,Exec-managerial,Some-college,United-States,<=50K
17716, 17716,2, 71,28,0,0,130436,Female,White,Not-in-family,Divorced,Self-emp-not-inc,Craft-repair,1st-4th,United-States,<=50K
17717, 17717,8, 25,40,0,0,206600,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,12th,El-Salvador,<=50K
17718, 17718,9, 73,20,0,0,284680,Female,White,Not-in-family,Divorced,Private,Other-service,HS-grad,United-States,<=50K
17719, 17719,10, 45,40,0,0,127738,Male,White,Husband,Married-civ-spouse,Private,Other-service,Some-college,United-States,<=50K
17720, 17720,10, 25,40,0,0,213412,Male,White,Husband,Married-civ-spouse,Private,Sales,Some-college,United-States,>50K
17721, 17721,9, 50,16,0,0,287927,Female,White,Wife,Married-civ-spouse,Private,Prof-specialty,HS-grad,United-States,<=50K
17722, 17722,9, 44,40,0,0,249332,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,Ecuador,<=50K
17723, 17723,11, 44,40,0,0,290403,Female,White,Own-child,Divorced,Local-gov,Protective-serv,Assoc-voc,Cuba,<=50K
17724, 17724,9, 49,45,0,3103,54772,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,>50K
17725, 17725,10, 44,45,0,7688,56651,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Exec-managerial,Some-college,United-States,>50K
17726, 17726,9, 42,40,0,0,178470,Female,White,Not-in-family,Divorced,Federal-gov,Adm-clerical,HS-grad,United-States,<=50K
17727, 17727,9, 20,45,0,0,62865,Female,White,Not-in-family,Never-married,Private,Priv-house-serv,HS-grad,United-States,<=50K
17728, 17728,9, 66,18,0,0,107196,Female,White,Not-in-family,Widowed,Private,Tech-support,HS-grad,United-States,<=50K
17729, 17729,10, 19,15,0,0,86860,Male,White,Own-child,Never-married,Private,Exec-managerial,Some-college,United-States,<=50K
17730, 17730,10, 60,55,0,0,130684,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,Some-college,United-States,<=50K
17731, 17731,11, 46,40,0,0,164682,Male,White,Not-in-family,Separated,Private,Prof-specialty,Assoc-voc,United-States,<=50K
17732, 17732,11, 42,35,0,0,198316,Male,White,Not-in-family,Divorced,Private,Craft-repair,Assoc-voc,United-States,<=50K
17733, 17733,10, 59,52,0,0,261816,Female,White,Not-in-family,Divorced,Private,Exec-managerial,Some-college,Outlying-US(Guam-USVI-etc),<=50K
17734, 17734,12, 58,60,0,5178,280309,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Assoc-acdm,United-States,>50K
17735, 17735,9, 47,40,0,0,97176,Female,White,Unmarried,Divorced,Private,Adm-clerical,HS-grad,United-States,<=50K
17736, 17736,10, 58,36,0,0,95835,Male,White,Husband,Married-civ-spouse,Private,Tech-support,Some-college,United-States,<=50K
17737, 17737,7, 19,24,0,0,136306,Male,White,Own-child,Never-married,Private,Farming-fishing,11th,United-States,<=50K
17738, 17738,10, 28,70,0,0,65171,Male,White,Husband,Married-civ-spouse,Private,Tech-support,Some-college,United-States,<=50K
17739, 17739,9, 37,40,0,0,25864,Female,Amer-Indian-Eskimo,Unmarried,Separated,Private,Prof-specialty,HS-grad,United-States,<=50K
17740, 17740,9, 30,50,0,0,149531,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
17741, 17741,10, 36,40,0,0,33887,Male,White,Not-in-family,Divorced,Private,Prof-specialty,Some-college,United-States,<=50K
17742, 17742,7, 45,76,2824,0,172822,Male,White,Not-in-family,Divorced,Private,Transport-moving,11th,United-States,>50K
17743, 17743,4, 59,99,0,0,106748,Female,White,Wife,Married-civ-spouse,Private,Other-service,7th-8th,United-States,<=50K
17744, 17744,10, 45,40,0,0,131826,Male,White,Husband,Married-civ-spouse,Private,Handlers-cleaners,Some-college,United-States,<=50K
17745, 17745,16, 53,40,0,10520,216691,Female,White,Not-in-family,Divorced,Local-gov,Prof-specialty,Doctorate,United-States,>50K
17746, 17746,9, 37,40,0,0,133328,Female,White,Unmarried,Divorced,Private,Sales,HS-grad,United-States,<=50K
17747, 17747,10, 26,40,0,0,164737,Female,White,Not-in-family,Never-married,Private,Sales,Some-college,United-States,<=50K
17748, 17748,5, 53,40,0,0,99064,Male,White,Husband,Married-civ-spouse,Local-gov,Craft-repair,9th,United-States,<=50K
17749, 17749,9, 44,15,0,0,59460,Female,White,Wife,Married-civ-spouse,State-gov,Other-service,HS-grad,United-States,<=50K
17750, 17750,13, 27,40,0,0,208725,Male,White,Own-child,Never-married,Private,Craft-repair,Bachelors,United-States,<=50K
17751, 17751,10, 22,40,0,0,138513,Male,White,Own-child,Never-married,Private,Craft-repair,Some-college,United-States,<=50K
17752, 17752,9, 41,40,0,0,121055,Male,White,Not-in-family,Divorced,Private,Transport-moving,HS-grad,United-States,<=50K
17753, 17753,9, 53,40,0,0,149784,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,HS-grad,United-States,<=50K
17754, 17754,9, 58,40,0,0,114495,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,HS-grad,United-States,<=50K
17755, 17755,13, 32,60,0,0,212276,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,>50K
17756, 17756,10, 32,38,0,0,440129,Male,White,Husband,Married-civ-spouse,Private,Handlers-cleaners,Some-college,Mexico,<=50K
17757, 17757,14, 47,40,0,7688,98012,Female,White,Wife,Married-civ-spouse,Private,Prof-specialty,Masters,United-States,>50K
17758, 17758,9, 27,40,0,0,145284,Male,White,Husband,Married-civ-spouse,Private,Farming-fishing,HS-grad,United-States,<=50K
17759, 17759,10, 25,40,0,0,177147,Male,White,Not-in-family,Never-married,Private,Handlers-cleaners,Some-college,United-States,<=50K
17760, 17760,6, 40,40,0,0,141537,Female,Black,Not-in-family,Divorced,Private,Machine-op-inspct,10th,United-States,<=50K
17761, 17761,10, 36,92,0,0,48093,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Sales,Some-college,United-States,<=50K
17762, 17762,9, 23,40,0,0,314819,Male,White,Own-child,Never-married,Local-gov,Transport-moving,HS-grad,United-States,<=50K
17763, 17763,5, 44,40,0,0,123572,Male,Black,Husband,Married-civ-spouse,Private,Machine-op-inspct,9th,United-States,<=50K
17764, 17764,9, 19,60,0,0,170800,Male,White,Own-child,Never-married,Private,Craft-repair,HS-grad,United-States,<=50K
17765, 17765,13, 42,40,0,0,332401,Male,White,Not-in-family,Never-married,Private,Sales,Bachelors,United-States,<=50K
17766, 17766,10, 60,15,0,0,193038,Male,White,Husband,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Some-college,United-States,<=50K
17767, 17767,9, 41,45,1848,0,351161,Male,White,Husband,Married-civ-spouse,Private,Sales,HS-grad,United-States,>50K
17768, 17768,9, 45,40,0,0,106910,Female,Asian-Pac-Islander,Unmarried,Never-married,Federal-gov,Transport-moving,HS-grad,United-States,<=50K
17769, 17769,14, 52,40,0,0,314627,Female,Asian-Pac-Islander,Not-in-family,Divorced,State-gov,Prof-specialty,Masters,United-States,<=50K
17770, 17770,16, 28,18,0,0,115945,Male,White,Own-child,Never-married,Private,Adm-clerical,Doctorate,United-States,<=50K
17771, 17771,9, 83,20,0,0,272248,Male,White,Not-in-family,Divorced,Self-emp-inc,Sales,HS-grad,United-States,<=50K
17772, 17772,7, 17,20,0,0,167878,Male,White,Own-child,Never-married,Private,Other-service,11th,United-States,<=50K
17773, 17773,11, 27,40,0,0,176972,Male,White,Not-in-family,Never-married,Private,Craft-repair,Assoc-voc,United-States,<=50K
17774, 17774,11, 35,60,0,0,31095,Male,White,Not-in-family,Never-married,Self-emp-not-inc,Farming-fishing,Assoc-voc,United-States,<=50K
17775, 17775,10, 40,40,0,0,130834,Female,White,Not-in-family,Never-married,Private,Adm-clerical,Some-college,United-States,<=50K
17776, 17776,12, 23,25,0,0,207415,Female,White,Wife,Married-civ-spouse,Private,Sales,Assoc-acdm,United-States,<=50K
17777, 17777,7, 51,40,0,0,264457,Male,Black,Husband,Married-civ-spouse,Local-gov,Handlers-cleaners,11th,United-States,<=50K
17778, 17778,2, 51,54,0,0,340588,Male,White,Husband,Married-civ-spouse,Private,Other-service,1st-4th,Mexico,<=50K
17779, 17779,9, 28,45,0,0,107411,Female,White,Not-in-family,Never-married,Private,Exec-managerial,HS-grad,United-States,<=50K
17780, 17780,9, 53,50,0,0,290640,Male,White,Husband,Married-civ-spouse,Private,Other-service,HS-grad,Germany,>50K
17781, 17781,13, 29,35,0,0,106179,Female,White,Not-in-family,Never-married,Private,Adm-clerical,Bachelors,Canada,<=50K
17782, 17782,9, 19,45,0,0,247679,Male,White,Not-in-family,Never-married,Private,Craft-repair,HS-grad,United-States,<=50K
17783, 17783,13, 30,50,0,0,171598,Female,White,Not-in-family,Married-spouse-absent,Private,Sales,Bachelors,United-States,<=50K
17784, 17784,4, 23,40,0,0,234460,Female,Black,Own-child,Never-married,Private,Machine-op-inspct,7th-8th,Dominican-Republic,<=50K
17785, 17785,13, 66,15,0,0,196674,Male,White,Husband,Married-civ-spouse,Private,Sales,Bachelors,United-States,>50K
17786, 17786,7, 27,40,0,0,182540,Male,White,Not-in-family,Never-married,Private,Craft-repair,11th,United-States,<=50K
17787, 17787,9, 35,40,0,0,172694,Male,Black,Husband,Married-civ-spouse,Private,Machine-op-inspct,HS-grad,United-States,<=50K
17788, 17788,8, 17,15,0,0,29571,Male,White,Own-child,Never-married,Private,Handlers-cleaners,12th,United-States,<=50K
17789, 17789,9, 27,40,0,0,130438,Male,White,Not-in-family,Never-married,Private,Machine-op-inspct,HS-grad,United-States,<=50K
17790, 17790,15, 27,50,0,0,213421,Male,White,Not-in-family,Never-married,Private,Prof-specialty,Prof-school,United-States,<=50K
17791, 17791,13, 44,40,0,15024,189956,Female,Black,Wife,Married-civ-spouse,Local-gov,Protective-serv,Bachelors,United-States,>50K
17792, 17792,9, 64,16,0,0,133144,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,United-States,<=50K
17793, 17793,9, 62,15,0,0,24050,Female,White,Not-in-family,Widowed,Self-emp-inc,Sales,HS-grad,United-States,<=50K
17794, 17794,10, 26,40,0,0,276967,Male,White,Husband,Married-civ-spouse,Private,Sales,Some-college,United-States,<=50K
17795, 17795,9, 40,40,0,0,184857,Male,White,Unmarried,Separated,Private,Machine-op-inspct,HS-grad,United-States,<=50K
17796, 17796,16, 40,40,0,0,145160,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Doctorate,United-States,>50K
17797, 17797,9, 35,40,0,0,192251,Female,White,Own-child,Divorced,Private,Adm-clerical,HS-grad,United-States,<=50K
17798, 17798,13, 25,40,0,0,190650,Male,Asian-Pac-Islander,Own-child,Never-married,Private,Prof-specialty,Bachelors,Taiwan,<=50K
17799, 17799,10, 52,24,0,0,255927,Female,White,Not-in-family,Widowed,Local-gov,Adm-clerical,Some-college,United-States,<=50K
17800, 17800,10, 46,40,0,0,99086,Female,White,Wife,Married-civ-spouse,Private,Adm-clerical,Some-college,United-States,>50K
17801, 17801,9, 30,40,0,0,216811,Male,Amer-Indian-Eskimo,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
17802, 17802,10, 52,40,0,0,110563,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Some-college,United-States,>50K
17803, 17803,9, 28,40,0,0,120471,Male,Other,Not-in-family,Never-married,Private,Transport-moving,HS-grad,United-States,<=50K
17804, 17804,6, 17,25,0,0,183066,Female,White,Own-child,Never-married,Private,Other-service,10th,United-States,<=50K
17805, 17805,10, 46,40,0,0,298786,Female,Black,Own-child,Never-married,State-gov,Other-service,Some-college,United-States,<=50K
17806, 17806,13, 45,40,0,0,297884,Male,White,Not-in-family,Divorced,Private,Exec-managerial,Bachelors,United-States,>50K
17807, 17807,10, 21,32,0,1055,253612,Female,White,Own-child,Never-married,Private,Prof-specialty,Some-college,United-States,<=50K
17808, 17808,9, 18,40,0,0,207438,Female,White,Wife,Married-civ-spouse,Self-emp-not-inc,Other-service,HS-grad,United-States,<=50K
17809, 17809,7, 17,15,1721,0,148522,Male,White,Own-child,Never-married,Private,Other-service,11th,United-States,<=50K
17810, 17810,10, 90,37,0,0,139660,Female,Black,Unmarried,Divorced,Private,Sales,Some-college,United-States,<=50K
17811, 17811,10, 23,40,0,0,165474,Male,White,Not-in-family,Never-married,Private,Craft-repair,Some-college,United-States,<=50K
17812, 17812,13, 41,40,0,0,120277,Male,White,Husband,Married-civ-spouse,Private,Prof-specialty,Bachelors,United-States,>50K
17813, 17813,10, 19,50,0,0,67929,Male,White,Own-child,Never-married,Self-emp-not-inc,Farming-fishing,Some-college,United-States,<=50K
17814, 17814,9, 69,40,0,0,229418,Male,White,Husband,Married-civ-spouse,Private,Transport-moving,HS-grad,United-States,<=50K
17815, 17815,12, 23,32,0,0,41356,Female,White,Unmarried,Never-married,Federal-gov,Exec-managerial,Assoc-acdm,United-States,<=50K
17816, 17816,10, 28,54,0,0,185127,Male,White,Not-in-family,Never-married,Private,Tech-support,Some-college,United-States,<=50K
17817, 17817,12, 37,45,1977,0,109133,Male,White,Husband,Married-civ-spouse,Private,Sales,Assoc-acdm,United-States,>50K
17818, 17818,9, 57,30,0,0,148315,Male,White,Husband,Married-civ-spouse,Private,Sales,HS-grad,United-States,<=50K
17819, 17819,10, 30,40,1974,0,145692,Male,Black,Not-in-family,Never-married,Local-gov,Protective-serv,Some-college,United-States,<=50K
17820, 17820,9, 48,40,0,914,210424,Female,White,Unmarried,Separated,Private,Adm-clerical,HS-grad,United-States,<=50K
17821, 17821,9, 73,32,0,0,198526,Female,White,Other-relative,Widowed,Private,Other-service,HS-grad,United-States,<=50K
17822, 17822,3, 25,40,0,0,521400,Male,White,Other-relative,Never-married,Private,Machine-op-inspct,5th-6th,Mexico,<=50K
17823, 17823,14, 33,40,0,0,100882,Male,White,Not-in-family,Never-married,Private,Exec-managerial,Masters,United-States,>50K
17824, 17824,9, 36,40,0,0,124818,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,HS-grad,United-States,<=50K
17825, 17825,9, 28,40,0,3411,190836,Male,White,Husband,Married-civ-spouse,Private,Craft-repair,HS-grad,United-States,<=50K
17826, 17826,9, 57,40,0,0,71367,Female,White,Unmarried,Divorced,Private,Other-service,HS-grad,United-States,<=50K
17827, 17827,10, 31,40,0,0,303032,Female,Black,Unmarried,Never-married,Private,Other-service,Some-college,United-States,<=50K
17828, 17828,9, 40,48,0,0,390781,Female,Black,Not-in-family,Divorced,State-gov,Other-service,HS-grad,United-States,<=50K
17829, 17829,10, 32,40,0,0,54782,Female,White,Own-child,Never-married,Private,Prof-specialty,Some-college,United-States,<=50K
17830, 17830,9, 26,40,0,0,213081,Female,Black,Unmarried,Never-married,Private,Adm-clerical,HS-grad,Jamaica,<=50K
17831, 17831,10, 27,40,0,0,89718,Female,White,Own-child,Separated,Self-emp-inc,Sales,Some-college,United-States,<=50K
17832, 17832,6, 17,18,1602,0,225106,Female,White,Own-child,Never-married,Private,Other-service,10th,United-States,<=50K
17833, 17833,10, 29,40,0,0,253262,Female,White,Not-in-family,Never-married,Private,Craft-repair,Some-college,United-States,<=50K
17834, 17834,7, 18,30,0,0,78181,Female,White,Own-child,Never-married,Private,Other-service,11th,United-States,<=50K
17835, 17835,10, 20,30,0,0,158206,Male,White,Not-in-family,Never-married,Private,Sales,Some-college,United-States,<=50K
17836, 17836,10, 18,40,0,0,391257,Female,White,Not-in-family,Never-married,State-gov,Other-service,Some-college,United-States,<=50K
17837, 17837,9, 56,40,0,0,134756,Female,Black,Not-in-family,Never-married,Private,Other-service,HS-grad,United-States,<=50K
17838, 17838,10, 40,8,0,0,183404,Female,White,Unmarried,Separated,Private,Other-service,Some-college,United-States,<=50K
17839, 17839,10, 46,40,0,0,192793,Male,White,Not-in-family,Divorced,Private,Exec-managerial,Some-college,United-States,<=50K
17840, 17840,10, 53,40,0,0,89400,Female,White,Unmarried,Widowed,Private,Exec-managerial,Some-college,United-States,<=50K
17841, 17841,14, 50,50,0,0,237868,Male,White,Husband,Married-civ-spouse,Private,Exec-managerial,Masters,United-States,>50K
17842, 17842,7, 23,50,0,0,139187,Male,White,Own-child,Never-married,Private,Handlers-cleaners,11th,United-States,<=50K
17843, 17843,13, 40,40,0,0,126701,Male,White,Not-in-family,Married-spouse-absent,Private,Exec-managerial,Bachelors,United-States,>50K
17844, 17844,10, 54,40,0,0,172175,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Transport-moving,Some-college,United-States,>50K
17845, 17845,10, 45,40,0,0,164210,Female,White,Not-in-family,Divorced,Private,Exec-managerial,Some-college,United-States,<=50K
17846, 17846,9, 53,40,0,0,608184,Male,Black,Husband,Married-civ-spouse,Local-gov,Transport-moving,HS-grad,United-States,>50K
17847, 17847,13, 50,40,0,0,425804,Female,White,Not-in-family,Divorced,Local-gov,Exec-managerial,Bachelors,United-States,>50K
17848, 17848,13, 40,40,0,0,92036,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Craft-repair,Bachelors,United-States,<=50K
17849, 17849,14, 36,40,0,0,77146,Male,White,Not-in-family,Never-married,State-gov,Prof-specialty,Masters,United-States,<=50K
17850, 17850,12, 25,50,0,0,191803,Male,White,Not-in-family,Never-married,Self-emp-not-inc,Sales,Assoc-acdm,United-States,<=50K
17851, 17851,9, 29,40,0,0,54932,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,HS-grad,United-States,<=50K
17852, 17852,13, 29,50,0,0,251694,Male,White,Own-child,Never-married,Private,Farming-fishing,Bachelors,United-States,<=50K
17853, 17853,13, 22,40,0,0,268145,Female,White,Not-in-family,Never-married,Private,Sales,Bachelors,United-States,<=50K
17854, 17854,13, 56,50,0,0,104842,Female,Black,Unmarried,Divorced,Private,Prof-specialty,Bachelors,Haiti,<=50K
17855, 17855,14, 60,40,0,0,227332,Male,White,Husband,Married-civ-spouse,Local-gov,Exec-managerial,Masters,United-States,>50K
17856, 17856,9, 37,50,0,3464,212512,Male,White,Husband,Married-civ-spouse,Private,Machine-op-inspct,HS-grad,United-States,<=50K
17857, 17857,4, 53,40,0,0,133436,Female,White,Not-in-family,Divorced,Private,Machine-op-inspct,7th-8th,United-States,<=50K
17858, 17858,10, 23,20,0,0,309055,Female,White,Own-child,Never-married,State-gov,Adm-clerical,Some-college,United-States,<=50K
17859, 17859,9, 18,10,0,0,59202,Female,White,Other-relative,Never-married,Private,Priv-house-serv,HS-grad,United-States,<=50K
17860, 17860,10, 36,45,0,3325,32709,Female,White,Not-in-family,Divorced,Private,Sales,Some-college,United-States,<=50K
17861, 17861,9, 67,50,0,9386,73559,Male,White,Husband,Married-civ-spouse,Self-emp-inc,Exec-managerial,HS-grad,United-States,>50K
17862, 17862,9, 31,60,0,0,117963,Male,White,Not-in-family,Never-married,Private,Handlers-cleaners,HS-grad,United-States,<=50K
