pid, time, native-country, occupation, marital-status, education, hours-per-week, capital-loss, capital-gain, education-num, fnlwgt, age, workclass, relationship, race, sex, income
14670, 14670,Mexico,Farming-fishing,Married-spouse-absent,1st-4th,12,0,0,2,343579, 47,Private,Not-in-family,White,Male,<=50K
14671, 14671,United-States,Exec-managerial,Never-married,HS-grad,40,0,0,9,94401, 20,Private,Unmarried,White,Female,<=50K
14672, 14672,Poland,Transport-moving,Married-civ-spouse,11th,40,0,5178,7,120238, 25,Private,Husband,White,Male,>50K
14673, 14673,United-States,Machine-op-inspct,Married-civ-spouse,10th,40,0,0,6,205440, 27,Private,Husband,White,Male,<=50K
14674, 14674,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,198996, 23,Private,Not-in-family,White,Female,<=50K
14675, 14675,United-States,Other-service,Never-married,HS-grad,27,0,0,9,294253, 18,Private,Own-child,White,Female,<=50K
14676, 14676,United-States,Transport-moving,Married-civ-spouse,7th-8th,32,0,0,4,256628, 23,Private,Husband,White,Male,<=50K
14677, 14677,United-States,Exec-managerial,Divorced,HS-grad,60,0,0,9,223131, 59,Self-emp-not-inc,Not-in-family,White,Male,<=50K
14678, 14678,United-States,Adm-clerical,Never-married,HS-grad,37,0,0,9,207301, 46,Private,Not-in-family,White,Female,<=50K
14679, 14679,United-States,Prof-specialty,Married-civ-spouse,Masters,38,0,0,14,125457, 46,Local-gov,Husband,Black,Male,>50K
14680, 14680,United-States,Other-service,Never-married,11th,23,0,0,7,212856, 36,Local-gov,Unmarried,White,Female,<=50K
14681, 14681,United-States,Machine-op-inspct,Married-spouse-absent,HS-grad,40,0,0,9,197389, 44,Private,Unmarried,White,Female,<=50K
14682, 14682,United-States,Sales,Never-married,11th,20,0,0,7,73338, 17,Private,Own-child,White,Male,<=50K
14683, 14683,United-States,Exec-managerial,Never-married,Some-college,45,0,0,10,68037, 27,Private,Not-in-family,White,Male,<=50K
14684, 14684,United-States,Sales,Married-civ-spouse,Some-college,40,0,0,10,185027, 32,Private,Husband,White,Male,>50K
14685, 14685,United-States,Other-service,Divorced,HS-grad,40,0,0,9,107123, 53,Private,Not-in-family,Black,Male,<=50K
14686, 14686,United-States,Prof-specialty,Never-married,Some-college,98,0,0,10,109482, 22,Private,Own-child,White,Male,<=50K
14687, 14687,United-States,Prof-specialty,Never-married,Assoc-acdm,40,0,0,12,174543, 30,Private,Own-child,White,Female,<=50K
14688, 14688,United-States,Prof-specialty,Married-civ-spouse,Bachelors,30,2002,0,13,208407, 47,Self-emp-not-inc,Husband,White,Male,<=50K
14689, 14689,United-States,Sales,Married-civ-spouse,Some-college,40,0,0,10,211584, 68,Self-emp-not-inc,Husband,White,Male,>50K
14690, 14690,United-States,Sales,Married-civ-spouse,HS-grad,40,0,0,9,108540, 39,Private,Husband,White,Male,<=50K
14691, 14691,United-States,Adm-clerical,Never-married,Bachelors,40,0,0,13,202416, 22,Private,Own-child,White,Female,<=50K
14692, 14692,United-States,Sales,Never-married,HS-grad,35,0,0,9,176178, 20,Private,Own-child,White,Female,<=50K
14693, 14693,Jamaica,Handlers-cleaners,Never-married,HS-grad,38,0,0,9,265148, 21,Private,Other-relative,White,Male,<=50K
14694, 14694,United-States,Exec-managerial,Married-civ-spouse,HS-grad,75,0,0,9,303692, 30,Self-emp-not-inc,Husband,White,Male,<=50K
14695, 14695,United-States,Adm-clerical,Never-married,Some-college,40,0,0,10,135845, 25,Private,Own-child,White,Female,<=50K
14696, 14696,United-States,Other-service,Never-married,HS-grad,21,0,0,9,199915, 23,State-gov,Own-child,White,Female,<=50K
14697, 14697,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,150533, 40,State-gov,Other-relative,White,Male,<=50K
14698, 14698,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,85482, 26,Federal-gov,Not-in-family,Asian-Pac-Islander,Male,<=50K
14699, 14699,United-States,Craft-repair,Married-civ-spouse,Assoc-voc,40,0,0,11,24473, 57,Self-emp-not-inc,Husband,White,Male,>50K
14700, 14700,United-States,Exec-managerial,Married-civ-spouse,Assoc-voc,60,0,0,11,272944, 36,Private,Husband,White,Male,>50K
14701, 14701,United-States,Prof-specialty,Divorced,Bachelors,40,0,0,13,194895, 49,State-gov,Not-in-family,White,Male,<=50K
14702, 14702,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,314153, 58,Private,Husband,White,Male,>50K
14703, 14703,United-States,Exec-managerial,Divorced,Some-college,40,0,0,10,176253, 32,Private,Not-in-family,Black,Male,<=50K
14704, 14704,United-States,Adm-clerical,Married-civ-spouse,HS-grad,45,0,0,9,113959, 59,Private,Husband,White,Male,>50K
14705, 14705,United-States,Adm-clerical,Never-married,Bachelors,40,0,0,13,167581, 42,State-gov,Other-relative,White,Female,<=50K
14706, 14706,Iran,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,79586, 37,Private,Husband,Asian-Pac-Islander,Male,<=50K
14707, 14707,United-States,Prof-specialty,Married-civ-spouse,Prof-school,45,0,15024,15,166662, 40,Private,Husband,White,Male,>50K
14708, 14708,United-States,Transport-moving,Married-civ-spouse,HS-grad,40,0,0,9,72896, 47,Private,Husband,White,Male,<=50K
14709, 14709,United-States,Prof-specialty,Married-civ-spouse,Bachelors,45,0,0,13,345730, 56,Private,Husband,White,Male,>50K
14710, 14710,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,302473, 30,Private,Own-child,White,Female,<=50K
14711, 14711,United-States,Exec-managerial,Widowed,HS-grad,35,0,0,9,42346, 42,Private,Not-in-family,Black,Female,<=50K
14712, 14712,United-States,Other-service,Never-married,HS-grad,40,0,0,9,243921, 21,Private,Own-child,White,Male,<=50K
14713, 14713,Dominican-Republic,Machine-op-inspct,Married-spouse-absent,HS-grad,40,0,0,9,131620, 21,Private,Own-child,White,Female,<=50K
14714, 14714,United-States,Tech-support,Married-civ-spouse,HS-grad,40,0,0,9,158924, 47,Private,Wife,White,Female,<=50K
14715, 14715,United-States,Farming-fishing,Never-married,Some-college,20,0,0,10,32921, 22,Self-emp-not-inc,Own-child,White,Male,<=50K
14716, 14716,United-States,Adm-clerical,Never-married,Assoc-acdm,40,0,14344,12,252897, 35,Private,Not-in-family,White,Female,>50K
14717, 14717,United-States,Handlers-cleaners,Never-married,11th,40,0,0,7,155657, 41,Private,Other-relative,Black,Female,<=50K
14718, 14718,United-States,Handlers-cleaners,Married-civ-spouse,Bachelors,53,0,0,13,155106, 43,Federal-gov,Husband,White,Male,<=50K
14719, 14719,United-States,Sales,Married-civ-spouse,Some-college,55,0,0,10,82775, 60,Private,Husband,White,Male,<=50K
14720, 14720,United-States,Sales,Married-civ-spouse,7th-8th,30,0,0,4,26248, 73,Private,Husband,White,Male,>50K
14721, 14721,England,Exec-managerial,Married-civ-spouse,Bachelors,40,0,0,13,88991, 90,Private,Wife,White,Female,>50K
14722, 14722,United-States,Adm-clerical,Married-civ-spouse,HS-grad,38,0,0,9,125155, 62,Federal-gov,Husband,White,Male,<=50K
14723, 14723,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,218039, 28,Private,Husband,White,Male,<=50K
14724, 14724,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,53524, 45,Private,Husband,White,Male,<=50K
14725, 14725,United-States,Sales,Never-married,HS-grad,45,0,0,9,259352, 19,Private,Not-in-family,White,Male,<=50K
14726, 14726,United-States,Craft-repair,Never-married,HS-grad,35,0,0,9,296453, 30,Private,Not-in-family,White,Male,<=50K
14727, 14727,United-States,Handlers-cleaners,Never-married,12th,52,0,0,8,278915, 19,Private,Own-child,Black,Female,<=50K
14728, 14728,United-States,Other-service,Never-married,Some-college,80,0,2202,10,565313, 23,Private,Own-child,Black,Male,<=50K
14729, 14729,United-States,Prof-specialty,Never-married,Bachelors,10,0,0,13,274103, 22,Federal-gov,Own-child,White,Male,<=50K
14730, 14730,United-States,Adm-clerical,Never-married,HS-grad,28,0,0,9,271118, 19,Private,Own-child,White,Female,<=50K
14731, 14731,Philippines,Adm-clerical,Divorced,Assoc-acdm,40,2080,0,12,207107, 45,Federal-gov,Unmarried,Asian-Pac-Islander,Male,<=50K
14732, 14732,United-States,Other-service,Never-married,HS-grad,25,0,0,9,138597, 26,Local-gov,Unmarried,Black,Female,<=50K
14733, 14733,United-States,Handlers-cleaners,Married-civ-spouse,10th,40,0,99999,6,180985, 42,Local-gov,Husband,White,Male,>50K
14734, 14734,United-States,Farming-fishing,Married-civ-spouse,HS-grad,35,0,0,9,159939, 62,Self-emp-not-inc,Husband,White,Male,<=50K
14735, 14735,United-States,Sales,Married-civ-spouse,10th,40,0,0,6,110920, 61,Private,Husband,White,Male,<=50K
14736, 14736,United-States,Sales,Divorced,Bachelors,60,1564,0,13,34862, 34,Private,Not-in-family,Amer-Indian-Eskimo,Male,>50K
14737, 14737,United-States,Other-service,Never-married,HS-grad,53,0,0,9,163205, 22,Local-gov,Own-child,White,Female,<=50K
14738, 14738,United-States,Prof-specialty,Married-civ-spouse,Masters,40,0,0,14,110003, 56,Private,Husband,White,Male,>50K
14739, 14739,United-States,Prof-specialty,Married-civ-spouse,Some-college,40,0,0,10,229051, 32,Private,Husband,White,Male,<=50K
14740, 14740,United-States,Craft-repair,Divorced,HS-grad,40,0,0,9,211596, 26,Private,Not-in-family,White,Male,<=50K
14741, 14741,United-States,Sales,Never-married,HS-grad,45,1669,0,9,48458, 32,Private,Own-child,Black,Female,<=50K
14742, 14742,United-States,Adm-clerical,Divorced,Assoc-acdm,40,1876,0,12,201393, 58,Private,Not-in-family,White,Male,<=50K
14743, 14743,United-States,Adm-clerical,Married-civ-spouse,Assoc-acdm,35,0,0,12,136450, 25,Self-emp-not-inc,Wife,White,Female,>50K
14744, 14744,United-States,Adm-clerical,Never-married,Some-college,25,0,0,10,193586, 23,Private,Own-child,White,Female,<=50K
14745, 14745,United-States,Tech-support,Married-civ-spouse,Some-college,40,0,0,10,91189, 23,Private,Husband,White,Male,<=50K
14746, 14746,United-States,Adm-clerical,Married-civ-spouse,Some-college,40,0,0,10,227832, 54,Private,Husband,White,Male,<=50K
14747, 14747,United-States,Exec-managerial,Never-married,Some-college,35,0,0,10,271936, 28,Private,Not-in-family,White,Female,<=50K
14748, 14748,United-States,Sales,Married-civ-spouse,Bachelors,40,0,0,13,61343, 35,Private,Husband,White,Male,>50K
14749, 14749,United-States,Prof-specialty,Married-civ-spouse,Some-college,25,0,0,10,157778, 30,Private,Husband,White,Male,>50K
14750, 14750,United-States,Craft-repair,Married-civ-spouse,12th,40,0,0,8,201680, 23,Private,Husband,White,Male,<=50K
14751, 14751,United-States,Tech-support,Married-civ-spouse,Some-college,50,0,0,10,228320, 42,Private,Husband,White,Male,>50K
14752, 14752,United-States,Adm-clerical,Widowed,10th,20,0,0,6,33404, 72,Private,Not-in-family,White,Female,<=50K
14753, 14753,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,103205, 21,Private,Husband,White,Male,<=50K
14754, 14754,United-States,Craft-repair,Never-married,Bachelors,40,0,0,13,279029, 37,Private,Not-in-family,White,Male,<=50K
14755, 14755,United-States,Other-service,Divorced,HS-grad,40,0,0,9,213092, 54,Private,Not-in-family,White,Female,<=50K
14756, 14756,United-States,Adm-clerical,Divorced,Masters,45,1980,0,14,126104, 58,Private,Not-in-family,White,Female,<=50K
14757, 14757,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,119124, 32,Private,Own-child,White,Male,<=50K
14758, 14758,United-States,Adm-clerical,Widowed,Some-college,15,0,0,10,31924, 65,Private,Not-in-family,White,Female,<=50K
14759, 14759,United-States,Sales,Widowed,10th,20,0,0,6,185001, 65,Private,Not-in-family,White,Female,<=50K
14760, 14760,United-States,Other-service,Never-married,HS-grad,35,0,0,9,34102, 33,Self-emp-not-inc,Not-in-family,White,Female,<=50K
14761, 14761,United-States,Machine-op-inspct,Never-married,HS-grad,65,0,6497,9,115214, 35,Private,Unmarried,White,Male,<=50K
14762, 14762,United-States,Adm-clerical,Never-married,Some-college,40,0,0,10,289484, 27,Private,Own-child,White,Female,<=50K
14763, 14763,United-States,Other-service,Never-married,HS-grad,42,0,0,9,287908, 34,State-gov,Own-child,Black,Male,<=50K
14764, 14764,United-States,Sales,Married-civ-spouse,HS-grad,70,0,0,9,158284, 53,Self-emp-not-inc,Husband,White,Male,<=50K
14765, 14765,Portugal,Craft-repair,Married-civ-spouse,10th,40,0,0,6,60668, 23,Private,Husband,White,Male,<=50K
14766, 14766,United-States,Prof-specialty,Separated,Doctorate,40,0,0,16,222978, 43,State-gov,Unmarried,White,Female,>50K
14767, 14767,United-States,Exec-managerial,Married-civ-spouse,Assoc-voc,40,0,3908,11,244605, 58,Private,Husband,White,Male,<=50K
14768, 14768,United-States,Adm-clerical,Separated,10th,40,3770,0,6,150601, 38,Private,Unmarried,White,Male,<=50K
14769, 14769,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,50,0,0,9,199143, 26,Private,Husband,White,Male,<=50K
14770, 14770,United-States,Exec-managerial,Married-civ-spouse,Bachelors,50,0,0,13,131681, 60,Private,Husband,White,Male,>50K
14771, 14771,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,50,1672,0,9,346406, 28,Private,Husband,White,Male,<=50K
14772, 14772,United-States,Adm-clerical,Never-married,HS-grad,30,0,0,9,391122, 33,Federal-gov,Own-child,White,Female,<=50K
14773, 14773,United-States,Transport-moving,Married-civ-spouse,Some-college,40,0,0,10,280344, 29,Local-gov,Husband,White,Male,<=50K
14774, 14774,United-States,Exec-managerial,Never-married,Doctorate,50,0,0,16,188809, 54,State-gov,Not-in-family,White,Female,>50K
14775, 14775,United-States,Farming-fishing,Married-civ-spouse,7th-8th,36,0,0,4,277488, 41,Private,Husband,White,Male,<=50K
14776, 14776,United-States,Exec-managerial,Divorced,Some-college,50,0,0,10,181561, 63,Self-emp-not-inc,Not-in-family,White,Male,<=50K
14777, 14777,United-States,Adm-clerical,Married-civ-spouse,HS-grad,27,0,0,9,158545, 31,Private,Wife,White,Female,<=50K
14778, 14778,United-States,Sales,Never-married,Bachelors,25,0,0,13,313573, 23,Private,Own-child,Black,Female,<=50K
14779, 14779,United-States,Prof-specialty,Married-civ-spouse,Prof-school,45,0,0,15,268183, 41,Private,Husband,White,Male,>50K
14780, 14780,United-States,Transport-moving,Married-civ-spouse,HS-grad,40,0,0,9,392286, 51,Private,Husband,White,Male,>50K
14781, 14781,United-States,Craft-repair,Married-civ-spouse,Some-college,40,0,0,10,233312, 59,Private,Husband,White,Male,>50K
14782, 14782,United-States,Prof-specialty,Never-married,Some-college,45,0,0,10,520231, 23,Private,Not-in-family,White,Female,<=50K
14783, 14783,United-States,Exec-managerial,Never-married,Some-college,45,0,0,10,186831, 24,Self-emp-not-inc,Not-in-family,Black,Male,<=50K
14784, 14784,United-States,Prof-specialty,Divorced,HS-grad,20,0,0,9,141085, 67,Self-emp-not-inc,Not-in-family,White,Female,<=50K
14785, 14785,United-States,Prof-specialty,Married-civ-spouse,Bachelors,40,0,0,13,198660, 47,Local-gov,Husband,White,Male,>50K
14786, 14786,Guatemala,Craft-repair,Never-married,HS-grad,40,0,0,9,409230, 21,Private,Not-in-family,White,Male,<=50K
14787, 14787,United-States,Farming-fishing,Married-civ-spouse,7th-8th,40,0,0,4,376025, 38,Private,Husband,White,Male,<=50K
14788, 14788,United-States,Prof-specialty,Divorced,Bachelors,40,0,0,13,80167, 55,Private,Unmarried,White,Female,<=50K
14789, 14789,United-States,Prof-specialty,Divorced,Masters,40,0,1506,14,99357, 39,Private,Own-child,White,Female,<=50K
14790, 14790,Portugal,Other-service,Separated,HS-grad,50,0,0,9,82847, 24,Private,Unmarried,White,Female,>50K
14791, 14791,Thailand,Protective-serv,Married-civ-spouse,HS-grad,40,0,0,9,22201, 24,Private,Husband,Asian-Pac-Islander,Male,<=50K
14792, 14792,United-States,Sales,Married-civ-spouse,Some-college,40,0,7298,10,275223, 38,Private,Husband,White,Male,>50K
14793, 14793,United-States,Other-service,Never-married,HS-grad,24,0,0,9,117595, 19,Private,Own-child,White,Male,<=50K
14794, 14794,United-States,Craft-repair,Married-civ-spouse,HS-grad,50,0,0,9,207668, 32,Private,Husband,White,Male,<=50K
14795, 14795,United-States,Exec-managerial,Married-civ-spouse,Some-college,60,0,0,10,179981, 63,Self-emp-not-inc,Husband,White,Male,>50K
14796, 14796,United-States,Sales,Never-married,Some-college,30,0,0,10,192583, 18,Private,Not-in-family,White,Female,<=50K
14797, 14797,United-States,Transport-moving,Married-civ-spouse,Some-college,45,0,0,10,66304, 36,Private,Husband,White,Male,<=50K
14798, 14798,United-States,Transport-moving,Divorced,Bachelors,40,0,6497,13,200671, 41,Private,Own-child,Black,Male,<=50K
14799, 14799,United-States,Protective-serv,Never-married,Some-college,40,0,0,10,32365, 57,Private,Not-in-family,White,Male,<=50K
14800, 14800,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,28497, 48,Private,Husband,White,Male,<=50K
14801, 14801,United-States,Sales,Divorced,HS-grad,40,1504,0,9,222978, 44,Private,Not-in-family,White,Female,<=50K
14802, 14802,China,Exec-managerial,Never-married,Some-college,40,0,0,10,160261, 25,Private,Own-child,Asian-Pac-Islander,Male,<=50K
14803, 14803,United-States,Exec-managerial,Married-civ-spouse,12th,50,0,0,8,120724, 48,Private,Husband,White,Male,<=50K
14804, 14804,United-States,Sales,Never-married,Some-college,8,0,0,10,91733, 20,Private,Own-child,White,Female,<=50K
14805, 14805,United-States,Sales,Married-civ-spouse,HS-grad,55,0,0,9,146929, 74,Self-emp-not-inc,Husband,White,Male,<=50K
14806, 14806,United-States,Exec-managerial,Never-married,HS-grad,40,0,0,9,205706, 44,Private,Not-in-family,White,Female,<=50K
14807, 14807,United-States,Machine-op-inspct,Married-civ-spouse,Some-college,40,0,0,10,181666, 26,Private,Wife,White,Female,<=50K
14808, 14808,United-States,Farming-fishing,Married-civ-spouse,HS-grad,40,0,0,9,279452, 54,Local-gov,Husband,White,Male,<=50K
14809, 14809,United-States,Handlers-cleaners,Married-civ-spouse,HS-grad,48,0,0,9,207568, 39,Private,Husband,White,Male,>50K
14810, 14810,United-States,Adm-clerical,Divorced,Some-college,40,0,7443,10,22494, 38,Private,Not-in-family,White,Female,<=50K
14811, 14811,United-States,Other-service,Never-married,10th,40,0,0,6,210026, 18,Private,Other-relative,White,Female,<=50K
14812, 14812,United-States,Other-service,Never-married,Some-college,40,0,0,10,109869, 24,Private,Own-child,White,Male,<=50K
14813, 14813,Mexico,Prof-specialty,Never-married,9th,35,0,0,5,285263, 19,Self-emp-not-inc,Not-in-family,White,Male,<=50K
14814, 14814,United-States,Machine-op-inspct,Married-civ-spouse,HS-grad,40,0,0,9,192588, 28,Private,Husband,White,Male,<=50K
14815, 14815,United-States,Handlers-cleaners,Separated,HS-grad,30,0,0,9,232945, 28,Private,Not-in-family,Other,Male,<=50K
14816, 14816,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,31339, 49,Local-gov,Husband,White,Male,<=50K
14817, 14817,United-States,Craft-repair,Married-civ-spouse,Bachelors,40,0,0,13,305147, 50,Private,Husband,White,Male,<=50K
14818, 14818,Haiti,Machine-op-inspct,Widowed,HS-grad,40,0,0,9,188914, 63,Private,Other-relative,Black,Female,<=50K
14819, 14819,United-States,Farming-fishing,Married-civ-spouse,HS-grad,50,0,0,9,141165, 58,Self-emp-not-inc,Husband,White,Male,<=50K
14820, 14820,United-States,Other-service,Widowed,HS-grad,15,0,0,9,136218, 68,Self-emp-inc,Unmarried,White,Female,<=50K
14821, 14821,United-States,Exec-managerial,Married-civ-spouse,Some-college,40,0,0,10,371382, 41,Federal-gov,Husband,Black,Male,>50K
14822, 14822,United-States,Prof-specialty,Married-civ-spouse,Some-college,50,0,3103,10,221366, 27,Private,Husband,White,Male,>50K
14823, 14823,United-States,Prof-specialty,Never-married,Bachelors,40,0,0,13,403671, 24,Private,Not-in-family,White,Male,<=50K
14824, 14824,United-States,Exec-managerial,Divorced,Bachelors,40,0,0,13,193871, 50,Private,Unmarried,White,Female,<=50K
14825, 14825,United-States,Other-service,Divorced,Some-college,44,0,0,10,306183, 47,Private,Own-child,White,Female,<=50K
14826, 14826,United-States,Other-service,Widowed,HS-grad,40,0,0,9,124194, 54,Private,Unmarried,White,Female,<=50K
14827, 14827,United-States,Adm-clerical,Never-married,Bachelors,30,0,0,13,69847, 28,Private,Own-child,Asian-Pac-Islander,Female,<=50K
14828, 14828,United-States,Prof-specialty,Never-married,Masters,40,0,0,14,169323, 26,State-gov,Not-in-family,White,Female,<=50K
14829, 14829,United-States,Exec-managerial,Separated,Bachelors,42,0,0,13,172327, 35,State-gov,Not-in-family,White,Male,<=50K
14830, 14830,United-States,Sales,Married-civ-spouse,HS-grad,15,0,2885,9,118889, 48,Private,Husband,White,Male,<=50K
14831, 14831,United-States,Sales,Married-civ-spouse,Assoc-acdm,40,0,3942,12,166220, 50,Private,Wife,White,Female,<=50K
14832, 14832,United-States,Adm-clerical,Divorced,HS-grad,40,0,0,9,186420, 39,Private,Not-in-family,White,Female,<=50K
14833, 14833,United-States,Sales,Never-married,Bachelors,45,0,0,13,192779, 46,Private,Not-in-family,White,Male,>50K
14834, 14834,United-States,Adm-clerical,Widowed,Some-college,48,0,0,10,105616, 41,Private,Unmarried,Black,Female,<=50K
14835, 14835,United-States,Sales,Married-civ-spouse,7th-8th,40,0,2580,4,141113, 24,Private,Husband,White,Male,<=50K
14836, 14836,United-States,Craft-repair,Divorced,HS-grad,40,0,0,9,160275, 57,Private,Not-in-family,White,Male,<=50K
14837, 14837,Columbia,Handlers-cleaners,Never-married,HS-grad,40,0,0,9,164507, 32,Private,Not-in-family,White,Male,<=50K
14838, 14838,India,Exec-managerial,Married-civ-spouse,Assoc-acdm,50,0,0,12,207578, 41,Private,Husband,Black,Male,>50K
14839, 14839,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,314592, 55,Private,Husband,White,Male,>50K
14840, 14840,United-States,Machine-op-inspct,Divorced,7th-8th,40,0,2964,4,159522, 69,Private,Unmarried,Black,Female,<=50K
14841, 14841,United-States,Other-service,Never-married,HS-grad,40,0,0,9,112130, 22,Private,Not-in-family,Black,Female,<=50K
14842, 14842,United-States,Other-service,Married-civ-spouse,HS-grad,40,0,3942,9,192835, 45,Private,Husband,White,Male,<=50K
14843, 14843,United-States,Adm-clerical,Never-married,HS-grad,40,0,0,9,206280, 33,Private,Not-in-family,Black,Male,<=50K
14844, 14844,United-States,Sales,Separated,Some-college,40,0,0,10,308861, 57,Private,Not-in-family,White,Female,<=50K
14845, 14845,United-States,Exec-managerial,Married-civ-spouse,Bachelors,65,1902,0,13,93206, 38,Self-emp-not-inc,Husband,Asian-Pac-Islander,Male,>50K
14846, 14846,United-States,Craft-repair,Married-civ-spouse,HS-grad,50,0,0,9,206066, 40,Private,Husband,White,Male,<=50K
14847, 14847,United-States,Handlers-cleaners,Divorced,Some-college,40,0,0,10,309895, 48,Self-emp-not-inc,Own-child,White,Female,<=50K
14848, 14848,United-States,Exec-managerial,Married-spouse-absent,Some-college,35,0,0,10,216129, 38,Local-gov,Unmarried,Black,Female,<=50K
14849, 14849,United-States,Prof-specialty,Never-married,Bachelors,60,0,0,13,287420, 26,State-gov,Not-in-family,White,Female,<=50K
14850, 14850,United-States,Machine-op-inspct,Never-married,HS-grad,40,0,0,9,163595, 24,Private,Own-child,White,Male,<=50K
14851, 14851,United-States,Other-service,Married-spouse-absent,HS-grad,20,0,0,9,170092, 35,Private,Unmarried,Black,Female,<=50K
14852, 14852,United-States,Craft-repair,Married-civ-spouse,Some-college,75,0,5178,10,287031, 37,Private,Husband,White,Male,>50K
14853, 14853,United-States,Machine-op-inspct,Divorced,HS-grad,40,0,0,9,59474, 42,Private,Not-in-family,White,Male,<=50K
14854, 14854,United-States,Adm-clerical,Married-civ-spouse,HS-grad,40,0,0,9,99151, 37,Private,Wife,White,Female,>50K
14855, 14855,United-States,Exec-managerial,Never-married,HS-grad,50,0,0,9,206888, 37,Private,Not-in-family,White,Female,<=50K
14856, 14856,United-States,Craft-repair,Married-civ-spouse,HS-grad,40,0,0,9,173736, 22,Private,Husband,White,Male,<=50K
14857, 14857,Germany,Adm-clerical,Never-married,11th,40,0,0,7,182163, 24,Private,Not-in-family,White,Female,<=50K
14858, 14858,United-States,Adm-clerical,Married-civ-spouse,Some-college,40,0,0,10,311080, 45,Local-gov,Husband,White,Male,>50K
14859, 14859,United-States,Craft-repair,Never-married,HS-grad,50,0,0,9,389857, 29,Self-emp-not-inc,Not-in-family,White,Male,>50K
14860, 14860,United-States,Adm-clerical,Never-married,Some-college,25,0,0,10,297152, 23,Private,Own-child,Black,Female,<=50K
14861, 14861,United-States,Exec-managerial,Never-married,Bachelors,40,0,0,13,130534, 24,Federal-gov,Not-in-family,White,Male,<=50K
14862, 14862,United-States,Prof-specialty,Never-married,Assoc-acdm,40,0,0,12,137301, 25,Private,Own-child,White,Female,<=50K
14863, 14863,United-States,Sales,Divorced,HS-grad,32,0,0,9,316235, 58,Private,Other-relative,White,Female,<=50K
14864, 14864,United-States,Sales,Never-married,Assoc-voc,60,0,0,11,32922, 28,Self-emp-inc,Not-in-family,White,Male,<=50K
14865, 14865,United-States,Sales,Widowed,HS-grad,35,0,0,9,118303, 58,Private,Not-in-family,White,Female,>50K
14866, 14866,United-States,Other-service,Never-married,11th,16,0,0,7,188241, 18,Private,Own-child,White,Male,<=50K
14867, 14867,Puerto-Rico,Protective-serv,Married-civ-spouse,7th-8th,40,0,0,4,236731, 59,Private,Husband,White,Male,<=50K
14868, 14868,United-States,Adm-clerical,Divorced,HS-grad,40,0,0,9,209397, 39,Private,Unmarried,White,Female,<=50K
14869, 14869,United-States,Sales,Married-civ-spouse,Some-college,50,0,0,10,290640, 53,Self-emp-inc,Husband,White,Male,>50K
14870, 14870,United-States,Prof-specialty,Never-married,Prof-school,65,0,0,15,221915, 54,Private,Other-relative,White,Female,<=50K
14871, 14871,United-States,Transport-moving,Married-civ-spouse,HS-grad,50,0,0,9,175246, 51,Private,Husband,White,Male,>50K
14872, 14872,United-States,Sales,Married-civ-spouse,Masters,55,0,7298,14,159724, 59,Private,Husband,White,Male,>50K
14873, 14873,United-States,Protective-serv,Never-married,HS-grad,40,0,0,9,160369, 42,State-gov,Not-in-family,White,Male,>50K
14874, 14874,United-States,Adm-clerical,Married-civ-spouse,Some-college,40,0,0,10,461337, 36,Private,Wife,White,Female,<=50K
14875, 14875,United-States,Adm-clerical,Never-married,Some-college,60,0,0,10,187311, 37,Private,Not-in-family,White,Female,<=50K
14876, 14876,United-States,Handlers-cleaners,Never-married,Some-college,40,0,0,10,29312, 32,Private,Own-child,White,Male,<=50K
14877, 14877,United-States,Tech-support,Married-civ-spouse,HS-grad,50,0,0,9,197365, 38,Self-emp-not-inc,Husband,White,Male,<=50K
14878, 14878,United-States,Adm-clerical,Separated,HS-grad,30,0,0,9,301747, 19,Private,Own-child,White,Female,<=50K
14879, 14879,United-States,Prof-specialty,Widowed,Bachelors,48,0,0,13,135439, 55,Local-gov,Not-in-family,White,Female,<=50K
14880, 14880,United-States,Craft-repair,Never-married,HS-grad,40,0,0,9,340917, 30,Private,Not-in-family,White,Male,<=50K
14881, 14881,United-States,Prof-specialty,Married-civ-spouse,Some-college,50,0,0,10,155057, 27,Private,Husband,White,Male,>50K
14882, 14882,United-States,Exec-managerial,Never-married,Bachelors,5,0,0,13,323627, 44,Private,Not-in-family,White,Female,<=50K
14883, 14883,United-States,Machine-op-inspct,Married-civ-spouse,Bachelors,50,0,0,13,131425, 32,Private,Husband,White,Male,<=50K
