pid, time, age, fnlwgt, education-num, capital-gain, capital-loss, hours-per-week, education, marital-status, occupation, native-country, workclass, relationship, race, sex, income
16447, 16447, 24,110371,8,0,0,40,12th,Never-married,Machine-op-inspct,Mexico,Private,Unmarried,White,Male,<=50K
16448, 16448, 22,304602,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
16449, 16449, 22,238917,2,0,0,24,1st-4th,Never-married,Machine-op-inspct,Mexico,Private,Not-in-family,White,Male,<=50K
16450, 16450, 51,200618,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,<=50K
16451, 16451, 31,183043,14,0,1977,48,Masters,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
16452, 16452, 42,209752,15,0,0,55,Prof-school,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,>50K
16453, 16453, 49,196707,9,7298,0,43,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,>50K
16454, 16454, 37,98725,13,0,0,42,Bachelors,Never-married,Tech-support,United-States,Local-gov,Own-child,White,Female,<=50K
16455, 16455, 37,180150,15,0,0,45,Prof-school,Married-civ-spouse,Prof-specialty,United-States,Self-emp-not-inc,Husband,White,Male,>50K
16456, 16456, 66,151227,13,0,0,40,Bachelors,Married-civ-spouse,Other-service,United-States,Private,Husband,White,Male,>50K
16457, 16457, 46,282538,11,0,0,40,Assoc-voc,Separated,Machine-op-inspct,United-States,Private,Not-in-family,Black,Female,<=50K
16458, 16458, 52,89534,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
16459, 16459, 23,291011,9,0,0,40,HS-grad,Never-married,Craft-repair,United-States,Private,Not-in-family,White,Male,<=50K
16460, 16460, 67,166187,9,0,0,38,HS-grad,Widowed,Exec-managerial,United-States,Private,Unmarried,White,Male,>50K
16461, 16461, 19,188669,10,0,0,25,Some-college,Never-married,Sales,United-States,Private,Own-child,White,Female,<=50K
16462, 16462, 37,178948,13,0,0,45,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
16463, 16463, 42,188738,9,0,1977,60,HS-grad,Married-civ-spouse,Exec-managerial,Italy,Self-emp-inc,Husband,White,Male,>50K
16464, 16464, 39,160808,10,0,0,40,Some-college,Married-civ-spouse,Other-service,United-States,Self-emp-not-inc,Husband,Black,Male,<=50K
16465, 16465, 54,93605,9,0,1848,40,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
16466, 16466, 46,318331,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
16467, 16467, 33,87605,9,0,0,40,HS-grad,Never-married,Other-service,United-States,Private,Unmarried,Black,Female,<=50K
16468, 16468, 69,89477,10,0,0,14,Some-college,Widowed,Farming-fishing,United-States,Self-emp-not-inc,Not-in-family,White,Female,<=50K
16469, 16469, 21,48301,10,0,0,40,Some-college,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
16470, 16470, 27,220748,9,0,0,48,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Other-relative,Black,Male,<=50K
16471, 16471, 39,387068,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
16472, 16472, 23,250743,10,0,0,40,Some-college,Divorced,Adm-clerical,United-States,Private,Not-in-family,Black,Male,<=50K
16473, 16473, 26,78258,11,0,0,36,Assoc-voc,Divorced,Prof-specialty,United-States,Private,Unmarried,White,Female,<=50K
16474, 16474, 42,31387,16,0,0,40,Doctorate,Married-spouse-absent,Prof-specialty,United-States,Private,Unmarried,Amer-Indian-Eskimo,Female,<=50K
16475, 16475, 36,289190,9,0,0,40,HS-grad,Divorced,Craft-repair,United-States,Private,Unmarried,White,Male,<=50K
16476, 16476, 24,604537,9,0,0,40,HS-grad,Never-married,Transport-moving,Mexico,Private,Unmarried,White,Male,<=50K
16477, 16477, 35,328466,5,0,0,40,9th,Married-civ-spouse,Other-service,Mexico,Private,Husband,White,Male,<=50K
16478, 16478, 42,403187,9,0,0,40,HS-grad,Divorced,Handlers-cleaners,United-States,Private,Unmarried,Black,Female,<=50K
16479, 16479, 37,219546,11,4386,0,44,Assoc-voc,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
16480, 16480, 41,220531,16,0,0,50,Doctorate,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
16481, 16481, 27,204648,11,0,0,40,Assoc-voc,Never-married,Machine-op-inspct,United-States,Private,Unmarried,Black,Female,<=50K
16482, 16482, 42,201908,15,99999,0,50,Prof-school,Married-civ-spouse,Prof-specialty,United-States,Self-emp-not-inc,Husband,White,Male,>50K
16483, 16483, 18,365683,9,0,0,16,HS-grad,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
16484, 16484, 41,175674,13,0,0,40,Bachelors,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,>50K
16485, 16485, 31,203488,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,<=50K
16486, 16486, 26,106406,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
16487, 16487, 67,172756,2,2062,0,34,1st-4th,Widowed,Machine-op-inspct,Ecuador,Private,Not-in-family,White,Female,<=50K
16488, 16488, 37,125167,10,0,0,60,Some-college,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
16489, 16489, 51,249339,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
16490, 16490, 26,94652,10,0,0,40,Some-college,Never-married,Craft-repair,United-States,Private,Own-child,Amer-Indian-Eskimo,Male,<=50K
16491, 16491, 40,195394,12,7688,0,40,Assoc-acdm,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
16492, 16492, 25,130302,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Unmarried,White,Male,<=50K
16493, 16493, 38,66686,11,0,0,40,Assoc-voc,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,>50K
16494, 16494, 43,336042,9,0,0,40,HS-grad,Separated,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
16495, 16495, 23,193586,10,0,0,40,Some-college,Separated,Farming-fishing,United-States,Private,Other-relative,White,Female,<=50K
16496, 16496, 44,325461,13,0,1902,50,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
16497, 16497, 60,313852,14,0,0,25,Masters,Divorced,Prof-specialty,United-States,Local-gov,Not-in-family,White,Female,<=50K
16498, 16498, 38,30509,14,0,1669,55,Masters,Never-married,Prof-specialty,United-States,Local-gov,Not-in-family,White,Female,<=50K
16499, 16499, 21,32639,10,0,0,20,Some-college,Never-married,Prof-specialty,United-States,Local-gov,Not-in-family,White,Male,<=50K
16500, 16500, 18,234953,10,0,0,25,Some-college,Never-married,Adm-clerical,United-States,Private,Own-child,White,Female,<=50K
16501, 16501, 49,120629,13,27828,0,60,Bachelors,Divorced,Exec-managerial,United-States,Private,Not-in-family,Black,Female,>50K
16502, 16502, 43,350379,3,0,0,40,5th-6th,Divorced,Priv-house-serv,Mexico,Private,Unmarried,White,Female,<=50K
16503, 16503, 36,36423,9,0,0,25,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Husband,White,Male,>50K
16504, 16504, 31,123397,9,5178,0,35,HS-grad,Married-civ-spouse,Transport-moving,United-States,Private,Wife,White,Female,>50K
16505, 16505, 38,130813,9,0,0,40,HS-grad,Divorced,Machine-op-inspct,United-States,Private,Other-relative,White,Female,<=50K
16506, 16506, 43,35236,10,0,0,84,Some-college,Married-civ-spouse,Farming-fishing,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
16507, 16507, 58,33350,9,0,0,35,HS-grad,Divorced,Other-service,United-States,Private,Unmarried,White,Female,<=50K
16508, 16508, 55,177380,9,0,0,29,HS-grad,Divorced,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
16509, 16509, 39,216129,12,0,0,35,Assoc-acdm,Divorced,Exec-managerial,Jamaica,Private,Unmarried,Black,Female,<=50K
16510, 16510, 38,335104,13,0,0,35,Bachelors,Divorced,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
16511, 16511, 54,199741,9,0,2001,35,HS-grad,Widowed,Craft-repair,United-States,Self-emp-not-inc,Not-in-family,White,Male,<=50K
16512, 16512, 57,165881,15,0,0,40,Prof-school,Married-civ-spouse,Prof-specialty,United-States,Self-emp-inc,Husband,White,Male,<=50K
16513, 16513, 35,387777,12,0,0,52,Assoc-acdm,Married-civ-spouse,Protective-serv,United-States,Local-gov,Husband,White,Male,<=50K
16514, 16514, 44,149943,15,0,0,60,Prof-school,Married-civ-spouse,Prof-specialty,Taiwan,Self-emp-not-inc,Husband,Asian-Pac-Islander,Male,>50K
16515, 16515, 36,188834,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
16516, 16516, 58,290661,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
16517, 16517, 39,155603,10,0,2205,40,Some-college,Never-married,Other-service,United-States,Private,Own-child,Black,Female,<=50K
16518, 16518, 25,114838,15,0,0,8,Prof-school,Never-married,Prof-specialty,Italy,Private,Not-in-family,White,Female,<=50K
16519, 16519, 54,168553,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,<=50K
16520, 16520, 23,103064,13,0,0,40,Bachelors,Never-married,Tech-support,United-States,Private,Not-in-family,White,Female,<=50K
16521, 16521, 37,123833,10,0,0,60,Some-college,Never-married,Sales,United-States,Private,Not-in-family,White,Male,<=50K
16522, 16522, 60,55621,12,0,0,40,Assoc-acdm,Married-civ-spouse,Other-service,United-States,Federal-gov,Husband,Black,Male,<=50K
16523, 16523, 66,189834,4,0,0,20,7th-8th,Widowed,Other-service,United-States,Local-gov,Not-in-family,White,Female,<=50K
16524, 16524, 36,217926,12,0,0,50,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,Black,Male,<=50K
16525, 16525, 29,341672,9,0,1564,50,HS-grad,Married-spouse-absent,Transport-moving,India,Self-emp-not-inc,Other-relative,Asian-Pac-Islander,Male,>50K
16526, 16526, 29,163003,13,2202,0,40,Bachelors,Never-married,Adm-clerical,Taiwan,Private,Own-child,Asian-Pac-Islander,Female,<=50K
16527, 16527, 25,194352,13,0,0,44,Bachelors,Divorced,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
16528, 16528, 23,393248,10,0,0,40,Some-college,Never-married,Adm-clerical,United-States,Private,Own-child,White,Male,<=50K
16529, 16529, 38,279315,9,0,0,40,HS-grad,Never-married,Other-service,United-States,Private,Own-child,Black,Male,<=50K
16530, 16530, 33,392812,10,0,0,50,Some-college,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,>50K
16531, 16531, 49,34998,10,0,0,60,Some-college,Married-civ-spouse,Farming-fishing,United-States,Self-emp-inc,Husband,White,Male,<=50K
16532, 16532, 57,51016,9,0,0,60,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Self-emp-inc,Husband,White,Male,>50K
16533, 16533, 57,132717,13,0,0,45,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,<=50K
16534, 16534, 46,186078,10,0,0,45,Some-college,Never-married,Machine-op-inspct,United-States,Private,Not-in-family,White,Female,<=50K
16535, 16535, 37,196123,14,0,0,70,Masters,Married-civ-spouse,Exec-managerial,United-States,Self-emp-inc,Husband,White,Male,>50K
16536, 16536, 43,304906,13,0,0,45,Bachelors,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,>50K
16537, 16537, 26,41521,9,0,0,35,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
16538, 16538, 40,346847,11,0,0,40,Assoc-voc,Separated,Prof-specialty,United-States,Private,Other-relative,White,Female,<=50K
16539, 16539, 39,107233,9,0,0,40,HS-grad,Never-married,Craft-repair,United-States,Self-emp-not-inc,Other-relative,Amer-Indian-Eskimo,Male,<=50K
16540, 16540, 39,150125,12,0,0,40,Assoc-acdm,Divorced,Other-service,United-States,Private,Unmarried,Black,Female,<=50K
16541, 16541, 31,400535,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,United-States,Private,Husband,White,Male,<=50K
16542, 16542, 31,409622,13,0,0,36,Bachelors,Married-civ-spouse,Machine-op-inspct,Mexico,Private,Husband,Other,Male,<=50K
16543, 16543, 27,136448,13,0,0,40,Bachelors,Never-married,Adm-clerical,United-States,Private,Not-in-family,Black,Female,<=50K
16544, 16544, 36,202950,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Iran,Self-emp-not-inc,Husband,White,Male,<=50K
16545, 16545, 40,197012,13,8614,0,40,Bachelors,Divorced,Tech-support,England,Local-gov,Not-in-family,White,Female,>50K
16546, 16546, 57,237691,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,Mexico,Private,Husband,White,Male,<=50K
16547, 16547, 24,170277,9,0,0,35,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Female,<=50K
16548, 16548, 30,160784,10,0,0,45,Some-college,Never-married,Sales,United-States,Private,Not-in-family,White,Male,<=50K
16549, 16549, 28,33798,8,0,0,50,12th,Never-married,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
16550, 16550, 22,197838,13,0,0,40,Bachelors,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
16551, 16551, 31,223212,4,0,0,50,7th-8th,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
16552, 16552, 33,125762,9,0,0,44,HS-grad,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
16553, 16553, 20,283969,10,0,0,15,Some-college,Never-married,Handlers-cleaners,United-States,Private,Other-relative,White,Male,<=50K
16554, 16554, 25,374163,8,0,0,60,12th,Married-civ-spouse,Farming-fishing,Mexico,Private,Husband,Other,Male,<=50K
16555, 16555, 49,118567,10,0,0,40,Some-college,Married-civ-spouse,Farming-fishing,United-States,State-gov,Husband,White,Male,<=50K
16556, 16556, 21,147655,9,0,0,35,HS-grad,Never-married,Other-service,United-States,Private,Own-child,White,Female,<=50K
16557, 16557, 45,82797,13,0,0,45,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
16558, 16558, 36,142573,9,0,0,45,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,>50K
16559, 16559, 41,235167,3,0,0,32,5th-6th,Married-spouse-absent,Priv-house-serv,Mexico,Private,Not-in-family,White,Female,<=50K
16560, 16560, 23,53245,13,0,1602,12,Bachelors,Never-married,Sales,United-States,Private,Not-in-family,White,Male,<=50K
16561, 16561, 47,28035,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Private,Husband,White,Male,>50K
16562, 16562, 41,247082,9,0,0,50,HS-grad,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
16563, 16563, 30,123397,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Unmarried,White,Female,<=50K
16564, 16564, 29,133327,10,0,0,40,Some-college,Never-married,Farming-fishing,United-States,Local-gov,Not-in-family,White,Male,<=50K
16565, 16565, 31,102270,4,0,0,40,7th-8th,Divorced,Machine-op-inspct,United-States,Private,Unmarried,White,Female,<=50K
16566, 16566, 55,240988,5,0,0,40,9th,Married-civ-spouse,Machine-op-inspct,Philippines,Private,Other-relative,Asian-Pac-Islander,Male,<=50K
16567, 16567, 19,386378,9,0,0,35,HS-grad,Never-married,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
16568, 16568, 31,350651,8,0,0,40,12th,Married-civ-spouse,Tech-support,United-States,State-gov,Wife,White,Female,>50K
16569, 16569, 18,76142,7,0,0,8,11th,Never-married,Other-service,United-States,State-gov,Own-child,White,Male,<=50K
16570, 16570, 68,73773,9,0,0,24,HS-grad,Widowed,Sales,United-States,Private,Not-in-family,White,Female,<=50K
16571, 16571, 36,293358,10,0,0,48,Some-college,Never-married,Exec-managerial,United-States,Local-gov,Unmarried,Black,Female,<=50K
16572, 16572, 44,146906,15,0,0,50,Prof-school,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,>50K
16573, 16573, 58,331474,9,0,0,20,HS-grad,Married-civ-spouse,Adm-clerical,United-States,Self-emp-not-inc,Wife,White,Female,>50K
16574, 16574, 20,213719,9,0,0,20,HS-grad,Never-married,Sales,United-States,Private,Own-child,Black,Female,<=50K
16575, 16575, 18,101795,6,0,0,40,10th,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Male,<=50K
16576, 16576, 32,228265,9,0,0,30,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Own-child,White,Female,<=50K
16577, 16577, 49,130206,9,0,0,40,HS-grad,Divorced,Other-service,United-States,Self-emp-not-inc,Not-in-family,White,Female,<=50K
16578, 16578, 34,324254,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
16579, 16579, 22,223019,9,0,0,40,HS-grad,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
16580, 16580, 40,189666,9,0,0,45,HS-grad,Married-civ-spouse,Other-service,United-States,Private,Husband,White,Male,<=50K
16581, 16581, 35,139086,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,<=50K
16582, 16582, 44,75065,8,0,0,60,12th,Married-civ-spouse,Exec-managerial,Vietnam,Self-emp-not-inc,Husband,Asian-Pac-Islander,Male,<=50K
16583, 16583, 55,139843,9,0,0,60,HS-grad,Divorced,Exec-managerial,United-States,Private,Not-in-family,White,Female,<=50K
16584, 16584, 21,34310,11,0,2603,40,Assoc-voc,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,<=50K
16585, 16585, 54,346014,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,United-States,Private,Wife,White,Female,<=50K
16586, 16586, 39,163278,10,2202,0,44,Some-college,Never-married,Adm-clerical,United-States,Local-gov,Not-in-family,White,Female,<=50K
16587, 16587, 52,31460,9,0,0,38,HS-grad,Divorced,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
16588, 16588, 57,33725,13,0,0,50,Bachelors,Married-civ-spouse,Craft-repair,United-States,Self-emp-inc,Husband,White,Male,>50K
16589, 16589, 58,300623,9,0,0,40,HS-grad,Divorced,Adm-clerical,United-States,State-gov,Unmarried,White,Female,<=50K
16590, 16590, 27,177072,10,0,0,16,Some-college,Never-married,Prof-specialty,United-States,Local-gov,Other-relative,White,Male,<=50K
16591, 16591, 41,167725,10,0,0,40,Some-college,Divorced,Machine-op-inspct,United-States,Private,Not-in-family,White,Male,<=50K
16592, 16592, 18,131180,7,0,0,16,11th,Never-married,Prof-specialty,United-States,Private,Own-child,White,Female,<=50K
16593, 16593, 58,275859,9,8614,0,52,HS-grad,Widowed,Craft-repair,Mexico,Private,Unmarried,White,Male,>50K
16594, 16594, 50,275181,3,0,0,37,5th-6th,Divorced,Other-service,Cuba,Private,Not-in-family,White,Male,<=50K
16595, 16595, 31,398988,10,0,0,40,Some-college,Never-married,Exec-managerial,United-States,Private,Not-in-family,White,Male,<=50K
16596, 16596, 32,222654,6,0,0,40,10th,Divorced,Machine-op-inspct,United-States,Private,Not-in-family,White,Male,<=50K
16597, 16597, 37,111129,10,0,0,45,Some-college,Married-civ-spouse,Craft-repair,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
16598, 16598, 26,137795,13,0,0,20,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
16599, 16599, 33,242150,11,0,0,50,Assoc-voc,Married-civ-spouse,Tech-support,United-States,Local-gov,Husband,White,Male,<=50K
16600, 16600, 35,237873,9,0,0,40,HS-grad,Never-married,Other-service,United-States,State-gov,Unmarried,Black,Female,<=50K
16601, 16601, 44,367749,13,0,0,45,Bachelors,Never-married,Prof-specialty,Mexico,Private,Not-in-family,White,Female,<=50K
16602, 16602, 26,206600,13,0,0,40,Bachelors,Never-married,Craft-repair,Mexico,Private,Own-child,White,Male,<=50K
16603, 16603, 48,247043,9,0,0,40,HS-grad,Divorced,Adm-clerical,United-States,Federal-gov,Not-in-family,White,Male,<=50K
16604, 16604, 40,187702,13,0,0,40,Bachelors,Never-married,Tech-support,United-States,Private,Not-in-family,White,Male,<=50K
16605, 16605, 62,41718,6,0,0,35,10th,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
16606, 16606, 37,151835,15,0,0,45,Prof-school,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
16607, 16607, 18,118938,7,0,0,18,11th,Never-married,Sales,United-States,Private,Own-child,White,Male,<=50K
16608, 16608, 48,224870,9,0,0,38,HS-grad,Divorced,Machine-op-inspct,Ecuador,Private,Other-relative,Other,Female,<=50K
16609, 16609, 45,178341,14,0,0,50,Masters,Married-civ-spouse,Prof-specialty,United-States,Private,Husband,White,Male,<=50K
16610, 16610, 35,61343,10,0,0,45,Some-college,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,<=50K
16611, 16611, 35,36989,9,0,0,40,HS-grad,Divorced,Craft-repair,United-States,Private,Unmarried,White,Male,<=50K
16612, 16612, 34,226296,9,0,0,51,HS-grad,Married-civ-spouse,Prof-specialty,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
16613, 16613, 29,186624,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,Cuba,Private,Wife,White,Female,<=50K
16614, 16614, 19,172582,10,0,0,30,Some-college,Never-married,Sales,United-States,Private,Own-child,White,Male,<=50K
16615, 16615, 53,227392,10,0,0,60,Some-college,Married-civ-spouse,Protective-serv,United-States,State-gov,Husband,White,Male,<=50K
16616, 16616, 49,187563,10,0,0,40,Some-college,Divorced,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
16617, 16617, 71,137499,9,0,0,16,HS-grad,Widowed,Sales,United-States,Private,Other-relative,White,Female,<=50K
16618, 16618, 38,239397,4,0,0,36,7th-8th,Married-civ-spouse,Craft-repair,Mexico,Private,Husband,White,Male,<=50K
16619, 16619, 39,327164,14,0,0,45,Masters,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,<=50K
16620, 16620, 23,140798,13,0,0,40,Bachelors,Never-married,Adm-clerical,United-States,Private,Not-in-family,White,Female,<=50K
16621, 16621, 29,187450,13,0,0,50,Bachelors,Married-civ-spouse,Sales,United-States,Self-emp-inc,Husband,White,Male,>50K
16622, 16622, 52,194580,3,0,0,40,5th-6th,Divorced,Farming-fishing,United-States,Private,Unmarried,White,Male,<=50K
16623, 16623, 41,372682,10,0,0,40,Some-college,Married-civ-spouse,Adm-clerical,United-States,Private,Wife,White,Female,>50K
16624, 16624, 20,235442,10,0,0,35,Some-college,Never-married,Other-service,United-States,Private,Not-in-family,White,Male,<=50K
16625, 16625, 30,128065,10,0,0,45,Some-college,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,<=50K
16626, 16626, 56,91545,6,0,0,36,10th,Divorced,Adm-clerical,United-States,Private,Unmarried,Black,Female,<=50K
16627, 16627, 26,154604,9,0,0,40,HS-grad,Divorced,Sales,United-States,Private,Unmarried,White,Female,<=50K
16628, 16628, 36,192150,9,0,0,40,HS-grad,Divorced,Adm-clerical,United-States,Federal-gov,Unmarried,White,Female,<=50K
16629, 16629, 26,216522,13,0,0,42,Bachelors,Never-married,Prof-specialty,United-States,Local-gov,Own-child,Black,Female,<=50K
16630, 16630, 58,156040,12,0,1848,40,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,Black,Male,>50K
16631, 16631, 24,206861,13,0,0,40,Bachelors,Never-married,Adm-clerical,United-States,Private,Own-child,White,Male,<=50K
16632, 16632, 41,97632,10,0,0,32,Some-college,Divorced,Sales,United-States,Private,Not-in-family,Asian-Pac-Islander,Female,<=50K
16633, 16633, 27,189530,10,0,0,35,Some-college,Never-married,Sales,United-States,Private,Own-child,White,Male,<=50K
16634, 16634, 28,381789,10,0,2339,40,Some-college,Separated,Exec-managerial,United-States,State-gov,Own-child,White,Male,<=50K
16635, 16635, 57,368797,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,United-States,Self-emp-inc,Husband,White,Male,<=50K
16636, 16636, 21,41183,10,0,0,20,Some-college,Never-married,Prof-specialty,United-States,State-gov,Own-child,White,Female,<=50K
16637, 16637, 50,191062,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,White,Male,<=50K
16638, 16638, 27,132963,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,United-States,Private,Husband,Black,Male,<=50K
16639, 16639, 58,153551,13,0,0,60,Bachelors,Never-married,Prof-specialty,United-States,Private,Not-in-family,White,Female,<=50K
16640, 16640, 27,66473,13,0,0,50,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
16641, 16641, 36,240323,9,0,0,17,HS-grad,Separated,Sales,United-States,Private,Unmarried,Black,Female,<=50K
16642, 16642, 68,242095,13,20051,0,40,Bachelors,Married-civ-spouse,Exec-managerial,United-States,Local-gov,Husband,White,Male,>50K
16643, 16643, 33,128016,9,0,0,40,HS-grad,Widowed,Sales,United-States,Self-emp-inc,Unmarried,White,Female,<=50K
16644, 16644, 19,29526,10,0,0,18,Some-college,Never-married,Other-service,United-States,Private,Own-child,White,Female,<=50K
16645, 16645, 26,342953,9,0,0,40,HS-grad,Separated,Adm-clerical,United-States,Private,Unmarried,Black,Female,<=50K
16646, 16646, 37,215476,9,0,0,30,HS-grad,Never-married,Handlers-cleaners,United-States,Private,Unmarried,Black,Female,<=50K
16647, 16647, 53,231919,9,0,0,45,HS-grad,Married-civ-spouse,Machine-op-inspct,United-States,Private,Husband,White,Male,<=50K
16648, 16648, 32,52537,10,0,0,38,Some-college,Never-married,Tech-support,United-States,Private,Not-in-family,Black,Male,<=50K
16649, 16649, 18,27920,7,0,0,25,11th,Never-married,Exec-managerial,United-States,Private,Own-child,White,Female,<=50K
16650, 16650, 53,153052,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,United-States,Private,Husband,White,Male,>50K
16651, 16651, 40,199303,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Self-emp-not-inc,Husband,White,Male,<=50K
16652, 16652, 50,233369,10,0,0,40,Some-college,Divorced,Prof-specialty,United-States,Private,Unmarried,White,Female,<=50K
16653, 16653, 43,345789,13,15024,0,50,Bachelors,Married-civ-spouse,Prof-specialty,United-States,Private,Wife,White,Female,>50K
16654, 16654, 60,238913,13,0,0,46,Bachelors,Married-civ-spouse,Sales,United-States,Private,Husband,White,Male,>50K
16655, 16655, 28,195607,9,0,0,40,HS-grad,Married-civ-spouse,Sales,United-States,Self-emp-not-inc,Wife,White,Female,<=50K
16656, 16656, 34,245173,9,0,1669,45,HS-grad,Divorced,Sales,United-States,Private,Not-in-family,White,Male,<=50K
16657, 16657, 37,138441,9,0,0,40,HS-grad,Divorced,Transport-moving,United-States,Private,Not-in-family,White,Male,<=50K
16658, 16658, 25,67467,9,0,0,40,HS-grad,Married-civ-spouse,Tech-support,United-States,Private,Husband,White,Male,<=50K
